lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.273646848646853,1.2966782178639136,0.023031369217060504,1,2,2,0,1,0,0.19568537758418253,0.33498239618478165,0.46933222623103577,0.18942137337073103,0.3244790353946246,0.4860995912346445
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.8175433050128549,0.8174072591651629,-0.00013604584769200123,0,0,0,1,0,0,0.42037163351326395,0.3417134279606175,0.23791493852611867,0.4011749274060558,0.38024288602272543,0.21858218657121872
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.982191402106904,0.9365581319891495,-0.04563327011775453,0,1,1,0,0,0,0.3023758940748736,0.41305680974334874,0.2845672961817777,0.3337604593391631,0.3959209493325244,0.27031859132831254
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.982191402106904,1.0224654870580785,0.04027408495117446,1,1,1,0,0,0,0.3023758940748736,0.41305680974334874,0.2845672961817777,0.30904742567772603,0.3594396615864695,0.33151291273580447
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.0348756907383696,1.0619880000564903,0.027112309318120698,1,2,2,0,1,0,0.320861519647378,0.32340126996687435,0.3557372103857476,0.3076685510873178,0.32267489776887404,0.36965655114380813
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9951781143684839,1.0224654870580785,0.02728737268959458,1,0,1,0,0,0,0.36835301997209435,0.26811584568732744,0.3635311343405782,0.30904742567772603,0.3594396615864695,0.33151291273580447
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8151240562727505,0.835259021415671,0.020134965142920458,1,1,0,1,0,0,0.3745063089157438,0.43586332589576193,0.1896303651884943,0.4148018952211737,0.33513718814198146,0.25006091663684477
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1472700865762517,1.061711398499975,-0.08555868807627665,0,1,2,1,1,1,0.2308028372339131,0.39112423895592197,0.37807292381016494,0.3420564894473008,0.25417562260542315,0.4037678879472759
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.037407720192055,1.0399623982350796,0.002554678043024561,1,2,1,0,0,0,0.3216429922821125,0.3193062952437202,0.3590507124741674,0.3048736488870231,0.35029030399087413,0.3448360471221028
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1911522656541584,1.2707015768442358,0.07954931119007735,1,2,2,0,1,0,0.24529845103453957,0.3182508322767623,0.4364507166886981,0.23996189914718583,0.24937462486139256,0.5106634759914216
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0706832509493303,1.1269631525936032,0.05627990164427299,1,2,1,0,0,0,0.2926152546186208,0.34408623981342795,0.3632985055679512,0.2369432376654326,0.39915037207553156,0.3639063902590359
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1381602386623844,1.2578752519032816,0.11971501324089728,1,2,2,0,1,0,0.26113192780995287,0.33957590571771007,0.3992921664723371,0.20238687092082497,0.3373510062550685,0.46026212282410656
