safe_drug,toxic_drug,p_safe,p_toxic,delta,pairwise_correct,safe_correct,toxic_correct,both_correct,safe_label,toxic_label,safe_pred,toxic_pred
Enzalutamide,Nilutamide,0.6065461030411577,0.4798244814716639,-0.12672162156949385,False,False,True,False,0.0,1.0,1,1
Rifamycin sodium,Rifampin,0.8782306394016081,0.45584758613320236,-0.4223830532684057,False,False,False,False,0.0,1.0,1,0
Sarecycline hydrochloride,Tigecycline,0.4657294089866136,0.6985268766587288,0.23279746767211523,True,True,True,True,0.0,1.0,0,1
Sarecycline hydrochloride,Minocycline hydrochloride,0.4657294089866136,0.5406893034480633,0.07495989446144974,True,True,True,True,0.0,1.0,0,1
Voclosporin,Cyclosporine,0.9999048363009243,0.9999055288581057,6.925571813809484e-07,True,False,True,False,0.0,1.0,1,1
Minocycline hydrochloride,Doxycycline,0.5406893034480633,0.9175264659354493,0.37683716248738597,True,True,True,True,1.0,1.0,1,1
Trovafloxacin mesylate,Moxifloxacin hydrochloride,0.9479303495681224,0.6293517382189768,-0.31857861134914556,False,True,True,True,1.0,1.0,1,1
Benzbromarone,Amiodarone hydrochloride,0.7464444279794271,0.9139332584548127,0.16748883047538554,True,True,True,True,1.0,1.0,1,1
Ticlopidine hydrochloride,Clopidogrel bisulfate,0.4359219476721977,0.6340946135573956,0.19817266588519789,True,False,True,False,1.0,1.0,0,1
Ibufenac,Ibuprofen,0.9389655369959858,0.9357139771384577,-0.003251559857528119,False,True,True,True,1.0,1.0,1,1
Tolcapone,Entacapone,0.9331902321746701,0.49341529406296397,-0.43977493811170615,False,True,True,True,1.0,1.0,1,1
Cyclofenil,Clomiphene citrate,0.7755751932015531,0.25734650951793114,-0.518228683683622,False,True,False,False,1.0,1.0,1,0
Troglitazone,Pioglitazone hydrochloride,0.7888621496399214,0.7832571183446428,-0.005605031295278562,False,True,True,True,1.0,1.0,1,1
