lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2778805997388067,1.1073849237720004,-0.17049567596680637,0,2,1,0,0,0,0.18715112032302733,0.3478171596151389,0.46503172006183385,0.23854282070331448,0.41552943482137095,0.3459277444753147
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.887827863066964,0.848259027259915,-0.03956883580704906,0,0,0,1,0,0,0.3746915102183303,0.36278911649637535,0.26251937328529434,0.3919403898597005,0.3678601930206841,0.24019941711961543
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8847226749397484,0.9379646409608521,0.05324196602110365,1,0,1,1,0,0,0.3737424282063256,0.3677924686476004,0.258465103146074,0.3410446797816214,0.3799459994759051,0.2790093207424735
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8847226749397484,0.7292325343232622,-0.15549014061648625,0,0,0,1,0,0,0.3737424282063256,0.3677924686476004,0.258465103146074,0.46016244534219664,0.3504425749923446,0.18939497966545882
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.6858622293270201,0.6787354638228931,-0.007126765504127053,0,0,0,1,0,0,0.4848525719844669,0.344432626704046,0.17071480131148706,0.4846766268385196,0.3519112825000677,0.16341209066141268
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.949847694032826,0.7292325343232622,-0.2206151597095638,0,0,0,0,0,0,0.35351559036977115,0.34312112522763166,0.3033632844025972,0.46016244534219664,0.3504425749923446,0.18939497966545882
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8705713538590147,1.0946828156931077,0.22411146183409292,1,1,2,1,1,1,0.3667603435851576,0.3959079589706701,0.23733169744417235,0.276973344424865,0.3513704954571622,0.37165616011797276
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0723692738994202,1.0826971343355507,0.010327860436130543,1,1,2,1,1,1,0.26475151072727404,0.3981277046460314,0.3371207846266944,0.29785332283743693,0.3215962199895757,0.38055045717298747
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0235615783975818,1.0172638817256239,-0.0062976966719578975,0,1,1,1,0,0,0.2744005834252435,0.42763725475193126,0.2979621618228252,0.2888181259494749,0.40509986637542594,0.30608200767509897
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.081079813319234,1.2609614538973315,0.1798816405780974,1,2,2,0,1,0,0.2796293179897545,0.35966155070125694,0.36070913130898863,0.20812496785798987,0.32278861038668893,0.4690864217553213
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1667008476644838,1.1617162553660867,-0.004984592298397095,0,2,2,0,1,0,0.27967862723143444,0.27394189787264717,0.44637947489591834,0.24270363212748775,0.3528764803789378,0.4044198874935745
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.389801746489074,1.042015784129927,-0.34778596235914705,0,2,2,0,1,0,0.1602979333197525,0.2896023868714209,0.5500996798088266,0.330221070847991,0.29754207417409095,0.372236854977918
