lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2905518139053,1.3216797903708286,0.031127976465528562,1,2,2,0,1,0,0.3356532150041643,0.03814175588637136,0.6262050290094644,0.26389907859711537,0.1505220522349406,0.585578869067944,0.6643467848958358,0.7361009213028846
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.2803141939369351,1.0221347298334948,-0.2581794641034403,0,2,2,0,1,0,0.3598429029315325,0.0,0.6401570969684676,0.45368788856073294,0.07048949284503911,0.4758226184942279,0.6401570969684676,0.546312111339267
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.085319421341351,1.0613204231954099,-0.023998998145941197,0,2,2,0,1,0,0.32526638327969726,0.26414781189925446,0.4105858047210483,0.34103373617792143,0.2566121042487473,0.40235415947333125,0.6747336166203027,0.6589662637220786
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.085319421341351,1.0738493900534567,-0.011470031287894367,0,2,2,0,1,0,0.32526638327969726,0.26414781189925446,0.4105858047210483,0.34097713309168054,0.24419634356318226,0.4148265232451372,0.6747336166203027,0.6590228668083195
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.3769721685997427,1.3430296044745655,-0.033942564125177155,0,2,2,0,1,0,0.09656109487831804,0.4299056414436212,0.47353326357806075,0.1135305062592695,0.4299093828068953,0.4565601108338352,0.903438905021682,0.8864694936407305
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1026940491102672,1.0738493900534567,-0.02884465905681055,0,2,2,0,1,0,0.34091388271262657,0.2154781852644796,0.44360793192289383,0.34097713309168054,0.24419634356318226,0.4148265232451372,0.6590861171873734,0.6590228668083195
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9475219024743187,1.0056045124745687,0.05808261000025006,1,0,2,0,1,0,0.507038485291502,0.03840112674267735,0.45456038786582065,0.48171499757958597,0.030965492166259184,0.4873195101541548,0.492961514608498,0.518285002320414
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0923444777260287,1.172166931936539,0.07982245421051037,1,2,2,0,1,0,0.3933637393157578,0.1209280434424557,0.4857082171417865,0.41391653393173045,0.0,0.5860834659682695,0.6066362605842422,0.5860834659682695
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.165188055566254,1.1736996010389316,0.008511545472677629,1,2,2,0,1,0,0.41494949973321643,0.004912944767313167,0.5801375553994704,0.4110441433302237,0.00421211210062112,0.5847437444691552,0.5850505001667836,0.5889558565697763
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.3586584943708175,1.2999900027964812,-0.05866849157433629,0,2,2,0,1,0,0.2889720629123359,0.0633973796045105,0.6476305573831536,0.3500049985017594,0.0,0.6499950013982406,0.7110279369876641,0.6499950013982406
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.122405999733631,1.0580410839478662,-0.06436491578576486,0,2,2,0,1,0,0.4262947736635093,0.02500445273935037,0.5487007734971403,0.47097945792606694,0.0,0.5290205419739331,0.5737052262364907,0.5290205419739331
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0720818818950508,0.9272188785713531,-0.14486300332369773,0,2,0,0,0,0,0.4369386206102786,0.05404087668439198,0.5090205026053294,0.5142365949242241,0.0443079313801985,0.4414554735955773,0.5630613792897213,0.4857634049757758
