lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4321554578665145,1.1448799892338493,-0.2872754686326653,0,2,2,0,1,0,0.28392227096674266,0.0,0.7160777289332573,0.39261298717126286,0.06989403622362489,0.5374929765051122,0.7160777289332573,0.6073870127287371
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.8870293357074408,0.8834634434705279,-0.0035658922369129487,0,0,0,1,0,0,0.4591922292308727,0.19458620563081377,0.34622156503831353,0.47817304163874097,0.16019047305199022,0.36163648520926883,0.5408077706691273,0.521826958261259
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.5907905574319526,0.8664407024840379,0.2756501450520853,1,0,0,1,0,0,0.6283721014015035,0.1524652395650405,0.21916265893345607,0.5197980543378152,0.09396318864033154,0.38623875692185317,0.37162789849849653,0.4802019455621847
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.5907905574319526,0.43889889716455777,-0.15189166026739487,0,0,0,1,0,0,0.6283721014015035,0.1524652395650405,0.21916265893345607,0.7066709680086106,0.14775916661822083,0.14556986527316848,0.37162789849849653,0.2933290318913893
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.7541419861168291,0.7167574956037348,-0.03738449051309434,0,0,0,1,0,0,0.6229290068415854,0.0,0.37707099305841457,0.6416212520981326,0.0,0.3583787478018674,0.37707099305841457,0.3583787478018674
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.7444682845018097,0.43889889716455777,-0.3055693873372519,0,0,0,0,0,0,0.5774957045619247,0.10054030617434105,0.3219639891637343,0.7066709680086106,0.14775916661822083,0.14556986527316848,0.4225042953380754,0.2933290318913893
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.7627570491922112,1.108828580631772,0.3460715314395607,1,0,2,0,1,0,0.57365084099092,0.08994126862594871,0.33640789028313123,0.3953821227705748,0.10040717362707854,0.5042107035023466,0.42634915890907993,0.6046178771294252
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9165728291223151,1.0885922622720818,0.17201943314976675,1,0,2,0,1,0,0.41381766658455144,0.2557918375085819,0.3303904958068666,0.3886458778765165,0.1341159817748851,0.4772381402485984,0.5861823333154486,0.6113541220234835
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.183119339613013,1.1899719375896576,0.006852597976644503,1,2,2,0,1,0,0.3503284992793009,0.11622366162838516,0.533447838992314,0.3379728244429865,0.13408241332436957,0.527944762132644,0.6496715006206991,0.6620271754570135
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1294775539076698,1.3686506888809862,0.23917313497331638,1,2,2,0,1,0,0.35127203993667344,0.1679783660189832,0.4807495939443433,0.2997373880144953,0.03187453489002323,0.6683880769954814,0.6487279599633264,0.7002626118855046
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9864611105440546,1.2821125639985667,0.29565145345451205,1,0,2,0,1,0,0.5067694446279728,0.0,0.4932305552720273,0.3554417739279379,0.007003887945557448,0.6375543380265046,0.4932305552720273,0.644558225972062
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.500352112474083,1.008892104212756,-0.49146000826132696,0,2,2,0,1,0,0.239026330418059,0.02159522648979892,0.7393784429921421,0.46496553818718145,0.06117681921288102,0.4738576424999375,0.760973669481941,0.5350344617128185
