lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2981724646844788,1.290679129104305,-0.007493335580173843,0,2,2,0,1,0,0.17806415286480778,0.3456992295859057,0.47623661754928653,0.18202061283330975,0.34527964522907534,0.4726997419376148
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.3187547764690577,1.0437200995721345,-0.2750346768969232,0,2,1,0,0,0,0.19254456216954283,0.2961560991918565,0.5112993386386007,0.29804243852071605,0.3601950233864336,0.3417625380928504
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9184029353157988,0.9481575339660082,0.029754598650209463,1,1,1,0,0,0,0.2672144040900309,0.5471682565041394,0.18561733940582972,0.2231841449887909,0.6054741760564097,0.17134167895479926
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9184029353157988,0.96355279374856,0.0451498584327612,1,1,1,0,0,0,0.2672144040900309,0.5471682565041394,0.18561733940582972,0.23745433186143333,0.5615385425285734,0.20100712560999326
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.3859065599068916,1.4160460441086156,0.030139484201723965,1,1,1,0,0,0,0.04319525228033279,0.5277029355324427,0.42910181218722443,0.042563297981338566,0.49882735992870725,0.4586093420899542
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0113447162383156,0.96355279374856,-0.04779192248975561,0,1,1,1,0,0,0.26853339935614734,0.4515884850493899,0.27987811559446285,0.23745433186143333,0.5615385425285734,0.20100712560999326
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9570272881726969,1.1494134800645721,0.19238619189187522,1,1,2,1,1,1,0.32564957362237895,0.39167356458254526,0.2826768617950758,0.2797539199680322,0.29107867999936343,0.42916740003260434
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.2796100114727564,1.2580619326772733,-0.02154807879548315,0,2,2,0,1,0,0.21214166862049413,0.2961066512862553,0.4917516800932506,0.24388210641534436,0.2541738544920379,0.5019440390926178
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2344797734904742,1.1880867907279176,-0.046392982762556656,0,2,2,0,1,0,0.22817813238276122,0.30916396174400346,0.46265790587323535,0.24436374105988484,0.32318572715231275,0.43245053178780246
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2146580943063363,1.4303576567070917,0.21569956240075538,1,2,2,0,1,0,0.21705319531678963,0.3512355150600844,0.431711289623126,0.15354901388777303,0.26254431551736246,0.5839066705948646
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.008284091958783,1.0894131569090237,0.08112906495024075,1,1,1,1,0,0,0.32755691721006935,0.33660207362107825,0.33584100916885234,0.25233778708253446,0.4059112689259073,0.3417509439915582
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0504831291999168,1.1075181731256682,0.05703504392575143,1,2,2,0,1,0,0.31565228422771024,0.3182123023446627,0.36613541342762707,0.2830558993063389,0.3263700282616539,0.3905740724320072
