lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3989409216923274,1.2680772728708103,-0.13086364882151713,0,2,2,0,1,0,0.27628200987121093,0.04849505836525064,0.6752229316635384,0.32614193501801164,0.0796388568931665,0.5942192079888219,0.7237179900287891,0.6738580648819884
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.2201735763256112,0.7956994592397104,-0.42447411708590077,0,2,1,0,0,0,0.2104141501011065,0.35899812327217584,0.4305877265267176,0.36250512550513775,0.479290289550014,0.15820458484484823,0.7895858497988935,0.6374948743948623
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.5632437455697343,0.733709811490283,0.1704660659205487,1,0,1,1,0,0,0.4823103179871165,0.4721356182560332,0.04555406365685056,0.32454128406451077,0.6172076201806953,0.05825109565479388,0.5176896819128838,0.6754587158354892
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.5632437455697343,0.6281767310496345,0.06493298547990012,1,0,1,1,0,0,0.4823103179871165,0.4721356182560332,0.04555406365685056,0.4422932424618747,0.48723678382661606,0.0704699736115092,0.5176896819128838,0.5577067574381253
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.8773648503786307,1.8901968305671335,0.012831980188502845,1,2,2,0,1,0,0.007368342204901589,0.10789846501156605,0.8847331926835323,0.007070067706935396,0.0956630338189957,0.8972668983740689,0.9926316576950984,0.9929299321930646
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8926516096230142,0.6281767310496345,-0.2644748785733797,0,1,1,1,0,0,0.3048309021748801,0.4976865858272254,0.1974825118978944,0.4422932424618747,0.48723678382661606,0.0704699736115092,0.6951690977251198,0.5577067574381253
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9866836585764904,1.424575088996824,0.4378914304203336,1,0,2,0,1,0,0.47162389142683603,0.07006855836983748,0.45830755010332647,0.2877124554015879,0.0,0.712287544498412,0.528376108473164,0.712287544498412
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.2397405272608457,1.135978937958774,-0.1037615893020718,0,2,2,0,1,0,0.3717823936615954,0.016694685215963484,0.6115229210224411,0.4320105309206131,0.0,0.567989468979387,0.6282176062384046,0.567989468979387
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.511741638709579,1.4864516371524974,-0.02529000155708161,0,2,2,0,1,0,0.2007403110400892,0.0867777390102426,0.7124819498496682,0.2116356452757981,0.09027707209590648,0.6980872825282954,0.7992596888599108,0.788364354624202
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.209748676669496,1.543035545441697,0.33328686877220104,1,2,2,0,1,0,0.37111051919224686,0.048030284746010364,0.5808591959617428,0.2284822271791515,0.0,0.7715177727208485,0.6288894807077532,0.7715177727208485
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.8796250476315601,1.0029956909075672,0.12337064327600711,1,0,2,0,1,0,0.5385907158634232,0.04319352044159355,0.4182157635949833,0.38806611811830627,0.2208720726558202,0.3910618091258735,0.4614092840365769,0.6119338817816937
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0909328527025621,1.0776658464638669,-0.013267006238695256,0,2,2,0,1,0,0.45453357354871887,0.0,0.5454664263512811,0.4152793509438662,0.09177545144840066,0.49294519750773313,0.5454664263512811,0.5847206489561338
