lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.6341765133471071,1.0060579477740488,-0.6281185655730583,0,2,2,0,1,0,0.1829117432264464,0.0,0.8170882566735536,0.47151093278569073,0.05092018645456977,0.47756888065973946,0.8170882566735536,0.5284890671143092
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.9520673306664966,0.9726307508329268,0.020563420166430202,1,0,0,1,0,0,0.3979281728494345,0.25207632343463443,0.34999550361593107,0.4033297925792231,0.22070966380862705,0.3759605435121499,0.6020718270505655,0.596670207320777
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.833192709937207,0.6305997723551028,-0.20259293758210417,0,0,0,1,0,0,0.4429261976918207,0.28095489447915173,0.2761189077290276,0.5117149598375019,0.3459703077698934,0.1423147322926047,0.5570738022081794,0.48828504006249807
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.833192709937207,0.6394459875742162,-0.19374672236299073,0,0,0,1,0,0,0.4429261976918207,0.28095489447915173,0.2761189077290276,0.5853249846211788,0.18990404298342614,0.22477097229539503,0.5570738022081794,0.41467501527882117
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.0013108193465046,0.8620618383395272,-0.13924898100697736,0,1,1,0,0,0,0.3289223749009389,0.34084443065161774,0.33023319434744336,0.3487392045471362,0.44045975236620033,0.21080104298666344,0.6710776249990611,0.6512607953528637
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.5152768309308061,0.6394459875742162,0.1241691566434101,1,0,0,0,0,0,0.6188176914142345,0.24708778604072504,0.13409452244504053,0.5853249846211788,0.18990404298342614,0.22477097229539503,0.38118230848576556,0.41467501527882117
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.1785029906898283,1.2105098067456952,0.03200681605586686,1,2,2,0,1,0,0.3202239135714606,0.1810491819672504,0.49872690436128897,0.31363903601424903,0.16221212102580676,0.5241488428599442,0.6797760863285394,0.686360963885751
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1875845010475514,1.1195718783450335,-0.06801262270251796,0,2,2,0,1,0,0.27056749398229146,0.2712805107878657,0.45815199512984284,0.36364363368975827,0.15314085407545003,0.4832155121347917,0.7294325059177085,0.6363563662102417
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.3466722350330531,1.345228207334798,-0.0014440276982550238,0,2,2,0,1,0,0.2546066407760928,0.1441144832147613,0.6012788759091459,0.32550384859900683,0.003764095267188084,0.670732056033805,0.7453933591239071,0.6744961513009932
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.7978571290890495,1.2088568500284862,0.4109997209394367,1,0,2,0,1,0,0.5572912311794214,0.08756040835210789,0.3551483603684708,0.3955715748857569,0.0,0.6044284250142431,0.4427087687205787,0.6044284250142431
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.3028466682952509,1.3529488694709875,0.050102201175736605,1,2,2,0,1,0,0.31611529514043096,0.06492274122388728,0.6189619635356818,0.19450285985091403,0.2580454106271844,0.5474517294219016,0.6838847047595691,0.805497140049086
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.447046078207483,1.17133755097411,-0.275708527233373,0,2,2,0,1,0,0.21106708823407913,0.13081974512435868,0.6581131665415622,0.33280282584341636,0.16305679713905746,0.5041403769175262,0.7889329116659208,0.6671971740565836
