lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2543273408784439,1.2839022001964762,0.029574859318032276,1,2,2,0,1,0,0.19617657437297767,0.35331951037560066,0.4505039152514216,0.19740812204307034,0.3212815557173834,0.48131032223954634
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.9965009919120378,0.8308700769444815,-0.16563091496755633,0,0,0,1,0,0,0.3394842155090623,0.3245305770698377,0.33598520742110005,0.3958818536972815,0.37736621566095546,0.226751930641763
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.947576751492432,0.8529569505943408,-0.09461980089809119,0,1,1,0,0,0,0.1994381995395391,0.6535468494284897,0.14701495103197115,0.245406542942784,0.6562299635200912,0.09836349353712479
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.947576751492432,0.9474505640620631,-0.00012618743036896252,0,1,1,0,0,0,0.1994381995395391,0.6535468494284897,0.14701495103197115,0.21006676550765588,0.6324159049226251,0.15751732956971898
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.032269430535969,1.0474222459176616,0.015152815381692664,1,1,1,0,0,0,0.18146109414885006,0.6048083811663312,0.21373052468481885,0.17793844272285292,0.5967008686366325,0.2253606886405146
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9736894880173007,0.9474505640620631,-0.026238923955237636,0,1,1,1,0,0,0.2236385418326335,0.5790334283174323,0.1973280298499342,0.21006676550765588,0.6324159049226251,0.15751732956971898
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8757622265585259,1.0832767172356663,0.20751449067714045,1,1,2,1,1,1,0.36753514613180566,0.3891674811778629,0.24329737269033153,0.2888900850595901,0.33894311264515325,0.37216680229525656
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1302902827996575,1.175973552312194,0.04568326951253643,1,2,2,0,1,0,0.25196938347958725,0.36577095024116774,0.3822596662792449,0.26123887082570374,0.3015487060363988,0.43721242313789754
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.138846771569464,1.1345688875539441,-0.004277884015519762,0,2,2,0,1,0,0.2708983851508201,0.31935645812889574,0.4097451567202841,0.26922633395412066,0.3269784445378146,0.40379522150806474
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1154720681061527,1.2236042516718502,0.10813218356569743,1,2,2,0,1,0,0.28629817661402734,0.31193157866579263,0.40177024472018,0.2578518067149244,0.26069213489830095,0.4814560583867746
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0844728574202926,1.1905026009886526,0.10602974356835992,1,2,2,0,1,0,0.29366261786761716,0.3282019068444731,0.3781354752879098,0.21862001702024408,0.3722573649708594,0.4091226180088966
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.171059370543265,1.2383113593372421,0.06725198879397709,1,2,2,0,1,0,0.2509753077645744,0.3269900139275861,0.42203467830783953,0.2181704027139724,0.32534783523481314,0.4564817620512145
