lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4538649235387662,1.298787893260003,-0.15507703027876318,0,2,2,0,1,0,0.2720752135125218,0.001984649236190171,0.725940137151288,0.3321310144383114,0.03695007766337436,0.6309189077983143,0.7279247863874782,0.6678689854616886
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.4043938293444136,1.3955963825824487,-0.008797446761964922,0,2,2,0,1,0,0.11064194256885425,0.37432228531787787,0.5150357720132679,0.10635383448080182,0.3916959482559475,0.5019502171632506,0.8893580573311457,0.8936461654191981
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.3258411190365653,1.3869050627066721,0.06106394367010681,1,2,2,0,1,0,0.1347464468162555,0.4046659871309237,0.4605875659528208,0.1130280889774729,0.38703875913838204,0.49993315178414505,0.8652535530837445,0.8869719109225271
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.3258411190365653,1.3922391986664877,0.06639807962992239,1,2,2,0,1,0,0.1347464468162555,0.4046659871309237,0.4605875659528208,0.1606606288661205,0.2864395434012711,0.5528998276326084,0.8652535530837445,0.8393393710338795
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.5194659563589696,1.5430798446858751,0.023613888326905474,1,2,2,0,1,0,0.11108865282562078,0.25835673778978874,0.6305546092845905,0.10180153051705891,0.253317094080007,0.644881375302934,0.8889113470743792,0.898198469382941
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.4698227763650527,1.3922391986664877,-0.07758357769856494,0,2,2,0,1,0,0.14936777414736963,0.23144167514020816,0.6191905506124222,0.1606606288661205,0.2864395434012711,0.5528998276326084,0.8506322257526304,0.8393393710338795
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9426629534424207,1.2945855763114618,0.3519226228690411,1,0,2,0,1,0,0.4375740582658419,0.1821889298258956,0.3802370118082625,0.35270721174426906,0.0,0.6472927881557309,0.5624259416341582,0.6472927881557309
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.3358326041201212,1.122479671461845,-0.21335293265827615,0,2,2,0,1,0,0.294655009869295,0.07485737594128877,0.6304876140894162,0.42737548874230785,0.02276935085353917,0.5498551603041529,0.7053449900307049,0.5726245111576921
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.380205094470613,1.385032091672511,0.004826997201897942,1,2,2,0,1,0,0.2406023702215144,0.1385901648863581,0.6208074647921275,0.23782559040879223,0.13931672730990471,0.6228576821813031,0.7593976296784856,0.7621744094912078
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0390788319693889,1.2275142272382404,0.18843539526885156,1,2,2,0,1,0,0.44417747745484354,0.07256621292092398,0.4832563095242325,0.3862428862808798,0.0,0.6137571136191202,0.5558225224451565,0.6137571136191202
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0347699163838524,1.1040588983516328,0.06928898196778044,1,2,2,0,1,0,0.42549245359991156,0.11424517621632448,0.46026237008376397,0.36564370315950373,0.16465369512935962,0.46970260161113664,0.5745075463000885,0.6343562967404963
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.5432688131507675,1.426786422906869,-0.1164823902438985,0,2,2,0,1,0,0.2162861885659577,0.024158809517317158,0.7595550018167252,0.2397689028122089,0.09367577126871311,0.666555325819078,0.7837138113340424,0.760231097087791
