lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4812967671299258,1.461085041479036,-0.0202117256508898,0,2,2,0,1,0,0.20208811702751542,0.11452699861504359,0.683384884257441,0.2413458400014551,0.05622327831805369,0.7024308815804912,0.7979118828724846,0.7586541598985449
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.4653726050551028,1.3348523466113318,-0.13052025844377102,0,2,2,0,1,0,0.2673136973724486,0.0,0.7326863025275514,0.314651089607279,0.035845473974110115,0.6495034363186108,0.7326863025275514,0.6853489102927209
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9239065547036538,0.8253991609522674,-0.0985073937513864,0,1,1,0,0,0,0.21583909546724095,0.6444152541618644,0.13974565027089467,0.2588951098345118,0.6568106191787091,0.08429427088677915,0.7841609044327591,0.7411048900654882
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9239065547036538,0.9188880656023304,-0.005018489101323409,0,1,1,0,0,0,0.21583909546724095,0.6444152541618644,0.13974565027089467,0.230728751581467,0.6196544310347357,0.14961681728379733,0.7841609044327591,0.7692712483185331
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.43709434061849,1.4846988131648247,0.04760447254633471,1,2,2,0,1,0,0.1332898275966992,0.2963260039881117,0.5703841683151891,0.13435855349699438,0.24658407964118653,0.6190573667618191,0.8667101723033008,0.8656414464030057
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9643557362337082,0.9188880656023304,-0.0454676706313778,0,1,1,1,0,0,0.25206836579183334,0.5315075319826252,0.21642410212554147,0.230728751581467,0.6196544310347357,0.14961681728379733,0.7479316341081668,0.7692712483185331
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.692717290760893,0.9149347092937703,0.22221741853287735,1,0,0,0,0,0,0.519110229838782,0.26906224936154316,0.2118275206996749,0.4852377389758225,0.11458981255458457,0.40017244836959287,0.480889770061218,0.5147622609241774
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0661897527636632,1.0905582377512697,0.024368484987606465,1,2,2,0,1,0,0.39564357599230626,0.14252309505172428,0.46183332885596945,0.4478777557471744,0.013686250554381498,0.5384359935984441,0.6043564239076937,0.5521222441528256
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2463096898405988,1.2135029519400027,-0.03280673790059607,0,2,2,0,1,0,0.3768451549797006,0.0,0.6231548449202994,0.39324852392999865,0.0,0.6067514759700013,0.6231548449202994,0.6067514759700013
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2655054840086082,1.1791737099719348,-0.08633177403667336,0,2,2,0,1,0,0.3672472578956959,0.0,0.6327527420043041,0.4104131449140325,0.0,0.5895868549859674,0.6327527420043041,0.5895868549859674
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.2104646217985107,1.2358140234303407,0.025349401631830082,1,2,2,0,1,0,0.3879420538139823,0.013651270373524763,0.598406675712493,0.33748549729457344,0.08921498178051249,0.5732995208249141,0.6120579460860177,0.6625145026054265
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2642648356365824,1.3991152230330233,0.13485038739644084,1,2,2,0,1,0,0.28130696332411076,0.17312123751519606,0.5455717990606932,0.19734428225924827,0.20619621224848017,0.5964595053922715,0.7186930365758892,0.8026557176407517
