lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3179829163105665,1.1705702586211586,-0.14741265768940792,0,2,2,0,1,0,0.19135867718608016,0.29929972931727306,0.5093415934966468,0.232737660695177,0.3639544199884876,0.4033079193163355
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.9275195838022872,0.9913674145067624,0.0638478307044752,1,0,1,1,0,0,0.36702747579973316,0.33842546459824663,0.29454705960202027,0.3325542791180159,0.3435240272572057,0.3239216936247783
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9040407984976706,0.9591805861112181,0.05513978761354754,1,1,1,0,0,0,0.35176436557576335,0.39243047035080264,0.255805164073434,0.316454761776232,0.40790989033631797,0.2756353478874501
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9040407984976706,0.8821974406358793,-0.021843357861791257,0,1,1,0,0,0,0.35176436557576335,0.39243047035080264,0.255805164073434,0.35929781773596553,0.3992069238921895,0.24149525837184493
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.8814728340225171,0.8814722415113869,-5.925111301596786e-07,0,1,1,0,0,0,0.3695433136284322,0.3794405387206187,0.2510161476509492,0.3695430321895087,0.3794416941095956,0.25101527370089566
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9279418081857262,0.8821974406358793,-0.0457443675498469,0,0,1,0,0,0,0.36817865217718965,0.33570088745989457,0.29612046036291584,0.35929781773596553,0.3992069238921895,0.24149525837184493
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.874412524674819,1.0741500891173383,0.19973756444251933,1,1,2,1,1,1,0.3539035217427771,0.4177804318396267,0.22831604641759615,0.28996521504859063,0.34591948078548046,0.36411530416592897
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1245116625592728,1.1806013432147682,0.056089680655495355,1,2,2,0,1,0,0.25318954545238254,0.369109246535962,0.37770120801165546,0.25008820539609317,0.3192222459930456,0.4306895486108613
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0629074498556692,1.117039228363776,0.0541317785081068,1,1,2,1,1,1,0.2844548009447578,0.3681829482548154,0.3473622508004269,0.2755883420470608,0.3317840875421026,0.39262757041083673
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1926110078375614,1.2171934145993426,0.02458240676178125,1,2,2,0,1,0,0.24653848094940084,0.3143120302636369,0.4391494887869622,0.23800568369175082,0.30679521801715576,0.4551990982910934
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0766890112489413,1.0581876260423364,-0.018501385206604937,0,2,1,0,0,0,0.2926683497308795,0.33797428928929957,0.3693573609798209,0.2918268510145799,0.35815867192850365,0.3500144770569164
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.217563721172815,1.1551622714214453,-0.06240144975136963,0,2,2,0,1,0,0.21429222745162524,0.35385182392393466,0.4318559486244402,0.2712025891413925,0.30243255029576943,0.42636486056283796
