lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3194539070390254,1.2213025092621752,-0.09815139777685022,0,2,2,0,1,0,0.32680567068262006,0.026934751395734462,0.6462595778216454,0.37022361854186314,0.03825025345409852,0.5915261279040384,0.6731943292173799,0.6297763813581368
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.98775937118314,0.9799547858274692,-0.007804585355670746,0,0,0,1,0,0,0.47936303173369643,0.053514565149467105,0.46712240301683644,0.4863317431328968,0.047381727706737244,0.466286529060366,0.5206369681663036,0.5136682567671033
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8793367681915143,0.8206503675885707,-0.05868640060294361,0,0,0,1,0,0,0.5157102926643977,0.08924264627969013,0.3950470609559121,0.5338301847767075,0.1116892626580143,0.3544805524652782,0.4842897072356022,0.4661698151232925
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8793367681915143,0.9002060751361047,0.020869306944590438,1,0,0,1,0,0,0.5157102926643977,0.08924264627969013,0.3950470609559121,0.5051265545985816,0.08954081546673226,0.40533262983468626,0.4842897072356022,0.4948734453014185
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9405415058832818,0.9320073404135902,-0.008534165469691546,0,0,0,1,0,0,0.4931512476167732,0.07315599868317184,0.433692753600055,0.5005654957947281,0.06686166779695367,0.4325728363083183,0.5068487522832268,0.49943450410527196
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8982785756890791,0.9002060751361047,0.001927499447025638,1,0,0,0,0,0,0.5263022835749052,0.04911685696111056,0.42458085936398426,0.5051265545985816,0.08954081546673226,0.40533262983468626,0.47369771632509483,0.4948734453014185
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8718698703723082,0.9112611927246488,0.03939132235234055,1,0,0,0,0,0,0.523860659220863,0.08040881098596582,0.3957305296931712,0.5248424866252529,0.039053833824845334,0.43610367944990175,0.476139340679137,0.4751575132747471
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1352984615257389,1.1215710536093413,-0.013727407916397594,0,2,2,0,1,0,0.41880186368196115,0.027097810910338856,0.5541003253077,0.4392144730953293,0.0,0.5607855268046706,0.5811981362180388,0.5607855268046706
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,0.9966032870271179,0.9837201255338608,-0.012883161493257078,0,0,0,0,0,0,0.4695450205934815,0.0643066715859191,0.4661483077205994,0.48262396086325754,0.051031952539624115,0.46634408649711834,0.5304549793065185,0.5173760390367425
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1598421064263909,1.2892279486360296,0.12938584220963878,1,2,2,0,1,0,0.40644541801346906,0.027267057346671234,0.5662875245398598,0.3553860255819851,0.0,0.6446139743180148,0.593554581886531,0.6446139743180148
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0184891119433255,0.9751992398696901,-0.04328987207363533,0,2,0,0,0,0,0.49075544392833725,0.0,0.5092445559716627,0.4590709476130162,0.1066588647042774,0.43427018758270636,0.5092445559716627,0.5409290522869837
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1904351500355994,1.1895583317789238,-0.0008768182566756266,0,2,2,0,1,0,0.3748576820636864,0.059849485637027675,0.5652928321992858,0.39176735223241727,0.02690696355624171,0.581325684111341,0.6251423178363135,0.6082326476675827
