lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.524044317960684,0.9124419642092878,-0.6116023537513962,0,2,0,0,0,0,0.157739226371263,0.1604772292967901,0.6817835443319469,0.4461269923739022,0.195304051042908,0.3585689565831899
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.3866182024559186,0.9601350539910645,-0.42648314846485413,0,2,1,0,0,0,0.07813555070166057,0.4571106961407603,0.46475375315757916,0.19495215233324936,0.6499606413424367,0.15508720632431391
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7028067985864452,0.7755014213285308,0.0726946227420856,1,1,1,0,0,0,0.308300771945753,0.6805916575220485,0.011107570532198364,0.34345690091423337,0.5375847768430023,0.11895832224276427
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7028067985864452,0.8812647838024374,0.1784579852159922,1,1,1,0,0,0,0.308300771945753,0.6805916575220485,0.011107570532198364,0.2668938143344505,0.5849475875286617,0.14815859813688784
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.5663668028489013,0.3751217473669981,-0.19124505548190318,0,0,0,1,0,0,0.7142788046921905,0.0050755877667177695,0.28064560754109175,0.8105381268284331,0.0038019989761356033,0.18565987419543126
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.307566470744809,0.8812647838024374,-0.42630168694237147,0,2,1,0,0,0,0.17933818165253892,0.3337571659501131,0.48690465239734787,0.2668938143344505,0.5849475875286617,0.14815859813688784
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.0674850219447207,1.2566773322281897,0.18919231028346895,1,1,2,1,1,1,0.12291368799435619,0.6866876020665672,0.1903987099390767,0.2618649276893752,0.2195928123930601,0.5185422599175648
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.738701438089099,1.1593577310212546,0.42065629293215556,1,0,2,0,1,0,0.46547315420230134,0.3303522535062982,0.20417459229140042,0.3336983948289936,0.17324547932075798,0.49305612585024833
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2150895663120291,1.2568324884529627,0.04174292214093356,1,1,1,1,0,0,0.008668253369797494,0.7675739269483759,0.22375781968182656,0.020892146694939776,0.7013832181571578,0.2777246351479024
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.2836530153290413,1.661875029025693,1.3782220136966516,1,0,2,0,1,0,0.794731784673803,0.12688341532335273,0.07838480000284427,0.027335490135793495,0.28345399070271987,0.6892105191614866
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.672288166212859,0.48630176073443854,-1.1859864054784204,0,2,0,0,0,0,0.062066327271567856,0.2035791792440053,0.7343544934844268,0.6671614865526149,0.17937526616033164,0.15346324728705343
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.7304849391120622,1.8416178884998418,0.11113294938777951,1,2,2,0,1,0,0.03471583312996492,0.2000833946280079,0.7652007722420272,0.024991516952921736,0.10839907759431482,0.8666094054527634
