lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2626323111968116,1.5938762081239843,0.3312438969271727,1,2,2,0,1,0,0.19642851030481695,0.3445106681935546,0.4590608215016285,0.0901946472501123,0.22573449737579102,0.6840708553740966
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.8356634484833392,0.6901281338394345,-0.14553531464390468,0,1,1,0,0,0,0.2038759818346209,0.756584587847419,0.03953943031796011,0.31596888140700524,0.6779341033465551,0.0060970152464396715
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8705741652907785,0.8348434358279545,-0.03573072946282396,0,1,1,0,0,0,0.13709858894579655,0.8552286568176286,0.007672754236574908,0.18406205725608654,0.7970324496598725,0.01890549308404101
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8705741652907785,0.8529331345783551,-0.0176410307124234,0,1,1,0,0,0,0.13709858894579655,0.8552286568176286,0.007672754236574908,0.16020008376225436,0.8266666978971363,0.013133218340609404
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.4438704908538118,1.5225612751024589,0.07869078424864706,1,1,2,0,1,0,0.03604855177606103,0.48403240559406596,0.47991904262987295,0.05274972445824666,0.37193927598104776,0.5753109995607055
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.851690323362527,0.8529331345783551,0.0012428112158280324,1,1,1,1,0,0,0.15777743679371822,0.8327548030500366,0.009467760156245212,0.16020008376225436,0.8266666978971363,0.013133218340609404
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.7605443936417174,1.2303783555031058,0.46983396186138837,1,0,2,0,1,0,0.4612066549312251,0.31704229649583243,0.2217510485729425,0.2993445225128061,0.17093259947128217,0.5297228780159118
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0711385256058694,0.956720238263366,-0.11441828734250337,0,1,0,1,0,0,0.24846225917513945,0.43193695604385174,0.3196007847810088,0.3594073432769162,0.32446507518280165,0.3161275815402822
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.583086970357815,1.6132718741964909,0.03018490383867589,1,2,2,0,1,0,0.09211667317580284,0.23267968329057917,0.675203643533618,0.07992912481289273,0.22686987617772364,0.6932009990093836
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.7508747226624211,1.1878836447170191,0.43700892205459807,1,0,2,0,1,0,0.4729185570011762,0.30328816333522657,0.22379327966359727,0.31558384009158935,0.18094867509980228,0.5034674848086084
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.2562465042675566,1.2776960140379936,0.021449509770437025,1,2,2,0,1,0,0.21095567559257017,0.32184214454730303,0.46720217986012674,0.22828977230960534,0.2657244413427956,0.505985786347599
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.5124671719308442,1.4398375107334669,-0.07262966119737735,0,2,2,0,1,0,0.1212252620232453,0.2450823040226651,0.6336924339540896,0.06322293465984204,0.4337166199468493,0.5030604453933087
