lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.5412265751886336,1.6641565947122028,0.12293001952356919,1,2,2,0,1,0,0.22938671230568317,0.0,0.7706132875943168,0.10881087888664163,0.11822164731451394,0.7729674736988444,0.7706132875943168,0.8911891210133583
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.5077633774913651,0.485704656380939,-0.022058721110426116,0,0,0,1,0,0,0.6961395356452985,0.09995755101803769,0.2039029132366637,0.7490781869131207,0.016138969592819692,0.23478284339405966,0.30386046425470137,0.2509218129868794
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9115448665807466,0.9336150351308322,0.02207016855008559,1,0,0,1,0,0,0.4682676091853071,0.1519199148486393,0.37981247586605366,0.47452697256438636,0.11733101954039506,0.4081420077952186,0.5317323907146929,0.5254730273356136
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9115448665807466,0.9452612863184962,0.033716419737749526,1,0,0,1,0,0,0.4682676091853071,0.1519199148486393,0.37981247586605366,0.4551471054830616,0.14444450251538066,0.40040839190155775,0.5317323907146929,0.5448528944169384
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.8577284497370753,0.9663133947384589,0.1085849450013836,1,0,0,1,0,0,0.5470372083788474,0.048197133305229886,0.4047656582159227,0.5086153312560491,0.01645594254944275,0.4749287260945081,0.4529627915211526,0.49138466864395086
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.7796212657598561,0.9452612863184962,0.16564002055864002,1,0,0,0,0,0,0.5951810750615286,0.030016583917086555,0.3748023409213848,0.4551471054830616,0.14444450251538066,0.40040839190155775,0.4048189248384714,0.5448528944169384
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.027019346876197,1.0805462089760665,0.053526862099869454,1,2,2,0,1,0,0.3655248695170891,0.24193091388962468,0.3925442164932862,0.3755917838461377,0.16827022313165832,0.456137992922204,0.6344751303829108,0.6244082160538623
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0436851432346168,1.0818440632386037,0.03815892000398691,1,2,2,0,1,0,0.3582349213827976,0.23984501379978782,0.40192006471741454,0.4590779682806982,0.0,0.5409220316193019,0.6417650785172023,0.5409220316193019
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.3388964233761727,1.5528175852460373,0.21392116186986465,1,2,2,0,1,0,0.29754116684215187,0.06602124273952352,0.6364375903183246,0.15619161871075826,0.13479917713244613,0.7090092040567956,0.7024588330578481,0.8438083811892417
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0973321948743728,1.389218513655056,0.2918863187806833,1,2,2,0,1,0,0.4513339024628135,0.0,0.5486660974371864,0.305390743072472,0.0,0.694609256827528,0.5486660974371864,0.694609256827528
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9457930797269015,0.8485636867407376,-0.09722939298616395,0,0,0,0,0,0,0.5271034600365492,0.0,0.47289653986345076,0.4536741590933923,0.2440879948724778,0.3022378459341299,0.47289653986345076,0.5463258408066076
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2416125996218528,1.3115965509181202,0.06998395129626744,1,2,2,0,1,0,0.31003996165754155,0.1383074768630643,0.5516525613793942,0.3442017244409398,0.0,0.6557982754590601,0.6899600382424586,0.6557982754590601
