lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4651617479390446,1.4484417727931809,-0.016719975145863764,0,2,2,0,1,0,0.24499079889224296,0.0448566540764694,0.7101525469312876,0.27577911350340956,0.0,0.7242208863965904,0.755009201007757,0.7242208863965904
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.357629755610931,1.1092285561587119,-0.24840119945221906,0,2,2,0,1,0,0.18643464458258502,0.2695009550238989,0.544064400293516,0.27220015413687737,0.3463711353675333,0.38142871039558934,0.8135653553174149,0.7277998457631226
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7905172789653401,0.7805183697996141,-0.009998909165725989,0,1,1,0,0,0,0.297553737514391,0.6143752458058779,0.08807101657973113,0.292174354649317,0.6351329207017518,0.07269272454893119,0.702446262385609,0.7078256452506829
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7905172789653401,0.800885838823195,0.010368559857854898,1,1,1,0,0,0,0.297553737514391,0.6143752458058779,0.08807101657973113,0.2998040871924143,0.5995059865919764,0.10068992611560927,0.702446262385609,0.7001959127075856
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.5782082615837703,1.568007750128004,-0.01020051145576617,0,2,2,0,1,0,0.06652582783065229,0.288740082554925,0.6447340895144227,0.07233729292021056,0.28731766383157464,0.6403450431482147,0.9334741720693477,0.9276627069797894
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.891811392562623,0.800885838823195,-0.09092555373942801,0,1,1,1,0,0,0.2612619030257636,0.5856648011858496,0.1530732956883867,0.2998040871924143,0.5995059865919764,0.10068992611560927,0.7387380968742363,0.7001959127075856
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.7482039642079422,1.0194609944313993,0.27125703022345704,1,0,2,0,1,0,0.5021530490864864,0.247489937419085,0.2503570133944286,0.4777575696677433,0.02502386603311413,0.49721856419914257,0.4978469508135136,0.5222424302322567
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0681071840859293,0.9982341419087853,-0.06987304217714396,0,2,0,0,0,0,0.37842960207829557,0.17503361155747968,0.44653678626422477,0.4840841752543453,0.033597507382524046,0.4823183172631306,0.6215703978217044,0.5159158246456547
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.3124223678234683,1.314504713680884,0.002082345857415735,1,2,2,0,1,0,0.3437888159882658,0.0,0.6562111839117342,0.342747643059558,0.0,0.657252356840442,0.6562111839117342,0.657252356840442
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.267069519503463,1.2409021997065308,-0.026167319796932098,0,2,2,0,1,0,0.33925108312098184,0.054428314054573414,0.6063206027244448,0.3795489000467345,0.0,0.6204510998532654,0.6607489167790181,0.6204510998532654
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1772645081208089,1.198380920898398,0.021116412777589133,1,2,2,0,1,0,0.40302153864851614,0.01669241438215894,0.580286046869325,0.36722631800780003,0.06716644288600192,0.565607239006198,0.5969784612514839,0.6327736818922
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2587827891035324,1.3562345925168307,0.09745180341329829,1,2,2,0,1,0,0.2930556183298939,0.1551059740366798,0.5518384075334263,0.20702157908865743,0.22972224910585443,0.5632561717054881,0.7069443815701061,0.7929784208113426
