lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.58383035716957,1.5093141740791112,-0.07451618309045882,0,2,2,0,1,0,0.14617921866419106,0.12381120550204791,0.730009575833761,0.094473711992926,0.3017384019350367,0.6037878860720373
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.4108451951681023,1.074907024607691,-0.3359381705604112,0,2,2,0,1,0,0.2022975651366798,0.18455967455853806,0.6131427603047821,0.3329441447908491,0.2592046858106105,0.40785116939854027
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.6290636731208625,0.544612892879948,-0.08445078024091457,0,0,0,1,0,0,0.49345909128120435,0.3840181443167289,0.12252276440206682,0.5591394261723928,0.33710825477526657,0.10375231905234071
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.6290636731208625,0.9444202998034202,0.3153566266825577,1,0,0,1,0,0,0.49345909128120435,0.3840181443167289,0.12252276440206682,0.37375447059165445,0.30807075901327097,0.31817477039507464
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.994167381452153,0.8926735295636177,-0.10149385188853532,0,0,0,1,0,0,0.4057327091274121,0.19436720029302287,0.39990009057956505,0.4919422836083865,0.1234419032196094,0.38461581317200416
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8921813559564699,0.9444202998034202,0.05223894384695038,1,1,0,1,0,0,0.2781175910722799,0.5515834618989703,0.17029894702874976,0.37375447059165445,0.30807075901327097,0.31817477039507464
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.217141348468402,1.608149061369948,0.3910077129015461,1,1,2,1,1,1,0.09573365004967475,0.5913913514322485,0.31287499851807665,0.05810369525176856,0.2756435481265147,0.6662527566217167
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.859709958240365,1.0917479587653318,0.23203800052496681,1,1,1,1,0,0,0.21782735800690498,0.7046353257458251,0.07753731624726995,0.19791455618544349,0.5124229288637813,0.28966251495077533
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.1375043280591381,1.2519778989442563,0.11447357088511811,1,2,2,0,1,0,0.3212951803589762,0.21990531122290943,0.4587995084181144,0.30273585584540585,0.142550389364932,0.5547137547896621
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1205956781272348,1.376738710906968,0.25614303277973316,1,2,2,0,1,0,0.34944870559922203,0.18050691067432081,0.470044383726457,0.13373973167258757,0.35578182574785705,0.5104784425795554
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9231559171633905,1.1835112751032169,0.26035535793982634,1,1,2,1,1,1,0.35502325246890754,0.36679757789879464,0.27817916963229794,0.2666985891279134,0.28309154664095637,0.45020986423113024
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1050814174680894,0.4662518106050272,-0.6388296068630622,0,1,0,1,0,0,0.17811111717172182,0.5386963481884669,0.28319253463981126,0.6750037067218624,0.18374077595124796,0.14125551732688962
