lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4096850521330468,1.4783471644776776,0.06866211234463071,1,2,2,0,1,0,0.2867676114598389,0.0167797247472752,0.6964526636928858,0.211783879945884,0.09808507543055442,0.6901310445235616,0.713232388440161,0.788216119954116
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.7413883648377396,0.7895907354410252,0.04820237060328558,1,0,0,1,0,0,0.609918112201381,0.03877541055949831,0.35130647713912067,0.5817579844368447,0.04689329548528562,0.3713487199778698,0.39008188769861896,0.4182420154631554
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7874669584638001,0.7265618123889198,-0.06090514607488029,0,0,0,1,0,0,0.6062665206680999,0.0,0.39373347923190005,0.574930001976622,0.12357818345783618,0.3014918144655418,0.39373347923190005,0.42506999792337796
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7874669584638001,0.8000373988815087,0.012570440417708606,1,0,0,1,0,0,0.6062665206680999,0.0,0.39373347923190005,0.5663342810636793,0.06729403879113248,0.3663716800451881,0.39373347923190005,0.4336657188363206
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.7707821237840582,0.7495062396825121,-0.021275884101546128,0,0,0,1,0,0,0.5630224307629956,0.10317301448995025,0.333804554647054,0.5482796489475319,0.15393446222242416,0.29778588873004397,0.43697756913700425,0.4517203509524681
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.7813226802908595,0.8000373988815087,0.018714718590649215,1,0,0,0,0,0,0.527901509292794,0.1628743009235525,0.3092241896836535,0.5663342810636793,0.06729403879113248,0.3663716800451881,0.472098490607206,0.4336657188363206
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.1348791401514364,1.033856580973324,-0.10102255917811243,0,2,2,0,1,0,0.3666665153107054,0.1317878290271528,0.5015456555621418,0.48307170941333794,0.0,0.516928290486662,0.6333334845892946,0.516928290486662
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0862959523548135,0.9007045616495328,-0.18559139070528063,0,2,0,0,0,0,0.44065272418991647,0.03239859906535358,0.52694867664473,0.5496477190752335,0.0,0.4503522808247664,0.5593472757100836,0.4503522808247664
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2129069533892578,1.1647925985811776,-0.04811435480808024,0,2,2,0,1,0,0.3462841495968183,0.09452474721710553,0.5591911030860761,0.40220986837940115,0.03078766446002023,0.5670024670605787,0.6537158503031817,0.5977901315205989
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0290833970813316,1.259370659292947,0.23028726221161544,1,2,2,0,1,0,0.4262907979835408,0.1183350067515869,0.4553741951648723,0.3703146702535265,0.0,0.6296853296464735,0.5737092019164592,0.6296853296464735
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1562161715761077,1.2700942329247478,0.11387806134864009,1,2,2,0,1,0,0.4218919141119461,0.0,0.5781080857880538,0.36495288343762605,0.0,0.6350471164623739,0.5781080857880538,0.6350471164623739
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.4144923633453326,1.4382529493645813,0.023760586019248686,1,2,2,0,1,0,0.2927538182273337,0.0,0.7072461816726663,0.2731879317075254,0.015371187020367867,0.7114408811721067,0.7072461816726663,0.7268120681924746
