lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3560268145313483,1.5379052266403366,0.18187841210898825,1,2,2,0,1,0,0.112111934090515,0.4197493172876216,0.4681387486218634,0.09648442193370309,0.2691259294922573,0.6343896485740397
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.7205076277708059,0.6071860631202246,-0.1133215646505813,0,0,1,1,0,0,0.4360723182839439,0.4073477356613064,0.15657994605474976,0.4519811145769581,0.4888517077258593,0.05916717769718268
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9656327360515295,0.9334437760291187,-0.032188960022410895,0,1,1,0,0,0,0.09187043651084839,0.8506263909267734,0.057503172562378094,0.10329696699880626,0.8599622899732688,0.036740743027924926
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9656327360515295,0.9616403227009733,-0.003992413350556223,0,1,1,0,0,0,0.09187043651084839,0.8506263909267734,0.057503172562378094,0.10644177600923417,0.8254761252805584,0.06808209871020751
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.1703248814676404,1.2051463651267689,0.034821483659128516,1,1,1,0,0,0,0.07489171890582519,0.6798916807207092,0.2452166003734656,0.06948562806177504,0.655882378749681,0.274631993188544
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.956724524917655,0.9616403227009733,0.004915797783318299,1,1,1,1,0,0,0.14843601234037068,0.7464034504016037,0.10516053725802565,0.10644177600923417,0.8254761252805584,0.06808209871020751
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8090869012464923,1.2200348175662674,0.4109479163197751,1,0,2,0,1,0,0.4240410067868243,0.34283108517985905,0.2331279080333166,0.22554817805207697,0.328868826329579,0.4455829956183442
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1685892085201475,1.2081728437873427,0.039583635267195216,1,2,2,0,1,0,0.2494104830886645,0.33258982530252335,0.41799969160881206,0.2593263185517557,0.27317451910914575,0.4674991623390985
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.1761394751478238,1.2781959146737494,0.10205643952592558,1,2,2,0,1,0,0.2642749375654089,0.29531064972135834,0.44041441271323273,0.22160065510736524,0.2786027751115201,0.49979656978111464
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1891486460396001,1.3850262255786925,0.19587757953909235,1,2,2,0,1,0,0.23404302017316592,0.34276531361406815,0.423191666212766,0.21284483320905942,0.18928410800318876,0.5978710587877518
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1342916101406784,1.1328127228660319,-0.001478887274646512,0,1,1,1,0,0,0.23054557848318452,0.4046172328929528,0.3648371886238628,0.22434139493019836,0.4185044872735714,0.3571541177962302
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2533015303265278,1.3039096155928531,0.05060808526632532,1,2,2,0,1,0,0.2267036023952112,0.2932912648830498,0.480005132721739,0.19210683425888866,0.3118767158893696,0.4960164498517417
