lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.374482266176361,1.401011736723713,0.026529470547351997,1,2,2,0,1,0,0.3127588668118195,0.0,0.6872411330881805,0.27278961655416123,0.053409029967964754,0.6738013533778741,0.6872411330881805,0.7272103833458388
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.7974275907738836,0.7632764163292545,-0.03415117444462912,0,0,0,1,0,0,0.5858740490768983,0.03082431087231973,0.3833016399507819,0.6183617917353728,0.0,0.38163820816462724,0.41412595082310166,0.38163820816462724
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9712436213683182,0.9288931648892634,-0.04235045647905478,0,0,0,1,0,0,0.482415047032966,0.06392628436574975,0.4536586685012842,0.5094218271930575,0.05226318052462153,0.43831499218232095,0.517584952867034,0.4905781727069425
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9712436213683182,0.9194564709665936,-0.05178715040172466,0,0,0,1,0,0,0.482415047032966,0.06392628436574975,0.4536586685012842,0.5174040535056734,0.045735421822059495,0.43686052457226704,0.517584952867034,0.4825959463943265
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9336702131280018,0.9621853846418793,0.028515171513877502,1,0,0,1,0,0,0.513916501476669,0.03849678371866024,0.44758671470467076,0.5017404375180259,0.03433374012206874,0.4639258222599053,0.486083498423331,0.49825956238197405
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8930380691410553,0.9194564709665936,0.02641840182553823,1,0,0,0,0,0,0.538696256426479,0.0295694178059869,0.4317343256675342,0.5174040535056734,0.045735421822059495,0.43686052457226704,0.4613037434735211,0.4825959463943265
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9862396222749545,1.0324309056904035,0.04619128341544898,1,0,2,0,1,0,0.45908411684056194,0.09559214384392165,0.44532373921551643,0.45899626600772314,0.04957656209415011,0.4914271717981267,0.540915883059438,0.5410037338922769
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1257547300060902,1.1074823928644308,-0.018272337141659323,0,2,2,0,1,0,0.38885961868637203,0.09652603242116599,0.514614348792462,0.44625880346778457,0.0,0.5537411964322154,0.611140381213628,0.5537411964322154
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0646053738004406,1.1290267363507367,0.06442136255029607,1,2,2,0,1,0,0.4657451142676925,0.003904397464174506,0.530350488168133,0.41422647059161877,0.04252032226602588,0.5432532070423554,0.5342548856323075,0.5857735293083812
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0533186815462856,1.1442660388493568,0.09094735730307124,1,2,2,0,1,0,0.47334065912685713,0.0,0.5266593407731428,0.4278669804753215,0.0,0.5721330194246784,0.5266593407731428,0.5721330194246784
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9353377067665468,0.9887192814136712,0.05338157464712434,1,0,0,0,0,0,0.5323311465167266,0.0,0.4676688533832734,0.44492786478807883,0.12142498881017123,0.43364714630174994,0.4676688533832734,0.5550721351119212
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0832616184635226,1.1023799610336127,0.01911834257009004,1,2,2,0,1,0,0.4342169267530389,0.04830452783039953,0.5174785453165616,0.44881001938319365,0.0,0.5511899805168063,0.5657830731469611,0.5511899805168063
