lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3838701263001099,1.23207723621731,-0.15179289008279984,0,2,2,0,1,0,0.13529455515110395,0.3455407633976823,0.5191646814512137,0.22300214847010189,0.3219184668424862,0.45507938468741194
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.4414389646855883,1.1922191763277026,-0.24921978835788572,0,2,1,0,0,0,0.07582072649419612,0.40691958232601927,0.5172596911797845,0.1480450576802883,0.511690708311721,0.3402642340079908
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9105105141110897,0.9492718696550384,0.03876135554394866,1,1,1,0,0,0,0.20936058978673944,0.6707683063154313,0.11987110389782925,0.2305470236838624,0.5896340829772366,0.1798188933389009
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9105105141110897,1.0006817809230826,0.09017126681199283,1,1,1,0,0,0,0.20936058978673944,0.6707683063154313,0.11987110389782925,0.2325771827915393,0.5341638534938388,0.23325896371462188
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.7788397590142606,1.7808739837673444,0.002034224753083791,1,2,2,0,1,0,0.06445771189243682,0.0922448172008659,0.8432974709066974,0.06893006392933063,0.08126588837399423,0.8498040476966751
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1269271887006833,1.0006817809230826,-0.12624540777760074,0,1,1,1,0,0,0.2214420028602391,0.4301888055788386,0.3483691915609224,0.2325771827915393,0.5341638534938388,0.23325896371462188
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9613297396599412,1.3024930451304075,0.34116330547046636,1,1,2,1,1,1,0.2540861979132337,0.5304978645135915,0.21541593757317487,0.21564589555415623,0.26621516376128007,0.5181389406845637
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9631151444608046,1.0789859884201567,0.1158708439593521,1,1,2,1,1,1,0.34176774004492966,0.3533493754493363,0.30488288450573414,0.32132579477293105,0.2783624220339814,0.4003117831930876
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.4088251669700584,1.3934809488448974,-0.015344218125161069,0,2,2,0,1,0,0.07101224918493008,0.4491503346600816,0.4798374161549885,0.09473044533175186,0.4170581604915989,0.48821139417664927
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0439953683347087,1.5388489218960968,0.49485355356138805,1,2,2,0,1,0,0.32965017197978935,0.2967042877057125,0.37364554031449815,0.12404047421907652,0.21307012966575017,0.6628893961151733
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.2881272633955492,0.9322797264193549,-0.3558475369761943,0,2,1,0,0,0,0.19329014623968419,0.3252924441250824,0.4814174096352334,0.3478642083302753,0.3719918569200944,0.28014393474963023
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.5043120400751142,1.6172745426148245,0.1129625025397103,1,2,2,0,1,0,0.11366969479409328,0.2683485703366994,0.6179817348692074,0.07961826648156069,0.22348892442205429,0.6968928090963851
