lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.1985507908549455,1.4626338647682184,0.2640830739132729,1,1,2,0,1,0,0.17396390549519816,0.45352139815465814,0.3725146963501437,0.14677549944194693,0.2438151363478879,0.6094093642101652
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.5529068351978006,0.5752133362397007,0.02230650104190013,1,0,0,1,0,0,0.6177377724185625,0.2116176199650743,0.17064460761636313,0.594977643256784,0.23483137724673125,0.1701909794964847
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.0843797051014608,0.9356022963572823,-0.14877740874417844,0,1,1,0,0,0,0.23361972620747906,0.44838084248358107,0.3179994313089398,0.30976025967063736,0.44487718430144285,0.24536255602791976
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.0843797051014608,1.1583714368732927,0.07399173177183194,1,1,1,0,0,0,0.23361972620747906,0.44838084248358107,0.3179994313089398,0.19565140461638195,0.4503257538939432,0.3540228414896748
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.0811010370506624,1.0879848870026674,0.006883849952004972,1,2,2,0,1,0,0.29403409906820793,0.33083076481292184,0.3751351361188702,0.31017784715036595,0.2916594186966009,0.3981627341530332
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1128993272807939,1.1583714368732927,0.04547210959249881,1,1,1,1,0,0,0.2168806586382225,0.4533393554427612,0.3297799859190163,0.19565140461638195,0.4503257538939432,0.3540228414896748
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.905401995406211,1.140877355442051,0.23547536003584002,1,1,1,1,0,0,0.23972524453680566,0.6151475155201777,0.14512723994301668,0.17285417280722967,0.5134142989434896,0.3137315282492808
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1039435808294,0.6766676800139684,-0.42727590081543165,0,1,0,1,0,0,0.25828669517814334,0.3794830288143132,0.36223027600754343,0.5367730687555758,0.24978618247487974,0.2134407487695443
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.3873998316988403,1.5395779742139104,0.15217814251507011,1,2,2,0,1,0,0.11228814293812611,0.3880238824249075,0.4996879746369664,0.060006796891546095,0.34040843200299725,0.5995847711054566
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.4272259296978487,0.9746426759519575,-0.45258325374589115,0,2,1,0,0,0,0.12394169001158432,0.3248906902789826,0.5511676197094331,0.3279423156108041,0.3694726928264342,0.30258499156276164
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.377956709974434,1.3796450620571519,0.0016883520827177811,1,2,2,0,1,0,0.12422076323004388,0.3736017635654781,0.502177473204478,0.11509773730119015,0.390159463340468,0.49474279935834187
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0173501345036229,1.1947529289950758,0.1774027944914529,1,1,1,1,0,0,0.1774480715609728,0.6277537223744316,0.1947982060645957,0.18404817713887384,0.43715071672717676,0.37880110613394946
