lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.1658434192751301,1.195972374623332,0.030128955348201814,1,2,2,0,1,0,0.4170782902624349,0.0,0.5829217096375651,0.3499944581247707,0.10403870892712666,0.5459668328481027,0.5829217096375651,0.6500055417752293
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.0022808341152867,0.7989674289129909,-0.2033134052022958,0,2,1,0,0,0,0.40810668640222325,0.1815057928802668,0.41038752061750994,0.28702827345829574,0.6269760239704176,0.08599570247128666,0.5918933134977767,0.7129717264417043
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7183087503844654,0.8132331156118288,0.09492436522736336,1,1,1,0,0,0,0.30415935337791794,0.6733725426596987,0.022468103862383373,0.20622448369060103,0.7743179168069692,0.019457599402429804,0.6958406465220821,0.7937755162093989
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7183087503844654,0.8155132288047735,0.0972044784203081,1,1,1,0,0,0,0.30415935337791794,0.6733725426596987,0.022468103862383373,0.21862415604529314,0.74723845890464,0.03413738495006672,0.6958406465220821,0.7813758438547067
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.5110173909869307,1.499400330413459,-0.01161706057347156,0,2,2,0,1,0,0.08585987956827704,0.3172628496765154,0.5968772706552076,0.09059616528954798,0.3194073388074448,0.5899964958030072,0.914140120331723,0.909403834610452
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9607149321365345,0.8155132288047735,-0.14520170333176097,0,1,1,1,0,0,0.12213497462735552,0.7950151184087545,0.08284990686389002,0.21862415604529314,0.74723845890464,0.03413738495006672,0.8778650252726445,0.7813758438547067
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.5298314745389792,1.4859271839861499,0.9560957094471707,1,0,2,0,1,0,0.6564739279536087,0.15722066935380372,0.1863054025925877,0.25703640790692506,0.0,0.7429635919930749,0.3435260719463914,0.7429635919930749
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8902837863068378,0.8436561814826586,-0.04662760482417916,0,0,0,0,0,0,0.46344545847736557,0.1828252965384311,0.3537292448842033,0.5758326029523372,0.00467861241266697,0.41948878453499583,0.5365545414226345,0.4241673969476628
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.5227242739487077,1.5642186385095995,0.04149436456089184,1,2,2,0,1,0,0.1969991439659855,0.08327743791932145,0.7197234180146931,0.18931579167844687,0.057149777933506625,0.7535344302880465,0.8030008559340145,0.8106842082215531
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.247478782088489,1.34923938421528,0.10176060212679094,1,2,2,0,1,0,0.37626060885575546,0.0,0.6237393910442445,0.313930179683342,0.022900256218036073,0.6631695639986219,0.6237393910442445,0.686069820216658
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.3798982019245885,1.352762845692731,-0.027135356231857477,0,2,2,0,1,0,0.21712055238610897,0.18586069310319348,0.5970187544106975,0.32361857705363456,0.0,0.6763814228463655,0.7828794475138909,0.6763814228463655
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.685365150266092,1.4015264966977745,-0.2838386535683175,0,2,2,0,1,0,0.09118195742523401,0.13227093468343987,0.7765471077913261,0.11122014524227394,0.3760332126176776,0.5127466420400485,0.9088180424747659,0.8887798546577261
