lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.367879900865121,1.265701362539879,-0.10217853832524204,0,2,1,0,0,0,0.2447649820709352,0.14259013499300857,0.6126448829360562,0.10582240736135184,0.5226538227374173,0.3715237699012308
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.6593738063989321,0.2348486912114549,-0.42452511518747715,0,0,0,1,0,0,0.4707219115009882,0.3991823705990916,0.13009571789992022,0.7863117029093019,0.1925279029699414,0.02116039412075675
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8199794648486923,0.9229924031010897,0.10301293825239732,1,1,1,0,0,0,0.22660240206351212,0.7268157310242833,0.04658186691220451,0.09498366920147211,0.8870402584959662,0.017976072302561694
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8199794648486923,0.8816830650594889,0.06170360021079657,1,1,1,0,0,0,0.22660240206351212,0.7268157310242833,0.04658186691220451,0.18727275840899826,0.7437714181225143,0.06895582346848728
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.6858950631936496,1.7039029114531141,0.018007848259464554,1,2,2,0,1,0,0.1501746199289563,0.013755696948437934,0.8360696831226058,0.1396102019710196,0.016876684604846943,0.8435131134241336
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8573597138044864,0.8816830650594889,0.024323351255002512,1,1,1,1,0,0,0.21523116349705665,0.7121779592014001,0.07259087730154311,0.18727275840899826,0.7437714181225143,0.06895582346848728
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.3794348409140815,1.273847658650458,-0.10558718226362362,0,2,2,0,1,0,0.1769302271335571,0.26670470481880426,0.5563650680476386,0.17367210359870644,0.3788081341521292,0.44751976224916434
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8620741852049476,0.6700190912817697,-0.19205509392317788,0,1,0,1,0,0,0.34041933743180286,0.45708713993144684,0.20249352263675036,0.5842052711281971,0.16157036646183617,0.25422436240996676
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.6502359063670897,1.4891644710396512,-0.1610714353274385,0,2,2,0,1,0,0.06718673837175206,0.2153906168894062,0.7174226447388418,0.11135603745573724,0.28812345404887435,0.6005205084953884
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0380844522808512,0.9816212105888897,-0.056463241691961485,0,2,0,0,0,0,0.34734685189787373,0.26722184392340137,0.3854313041787249,0.42872531461901126,0.1609281601730877,0.41034652520790105
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1981589730213416,1.3554323092453415,0.15727333622399997,1,2,2,0,1,0,0.22599914158837328,0.3498427438019118,0.4241581146097149,0.24075584495536928,0.16305600084391994,0.5961881542007108
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.457782548032581,1.4401789818882447,-0.017603566144336336,0,2,2,0,1,0,0.11770444787777994,0.30680855621185926,0.5754869959103609,0.049602549874019665,0.46061591836371585,0.4897815317622644
