lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2273559562280583,1.287062819551683,0.059706863323624626,1,2,2,0,1,0,0.18606915399330554,0.4005057357853309,0.4134251102213637,0.18336000052666987,0.3462171793949771,0.4704228200783529
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.8378675685552261,0.7201681291300461,-0.11769943942518002,0,0,0,1,0,0,0.39028856238470433,0.3815553066753652,0.22815613093993048,0.4297455932330426,0.4203406844038688,0.14991372236308867
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.9920721401004056,0.9263358699475137,-0.06573627015289185,0,1,1,0,0,0,0.17804512172750186,0.6518376164445906,0.17011726182790748,0.20250944847094485,0.6686452331105965,0.1288453184184586
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.9920721401004056,0.9995859841693868,0.007513844068981257,1,1,1,0,0,0,0.17804512172750186,0.6518376164445906,0.17011726182790748,0.18511631517271204,0.630181385485189,0.18470229934209892
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9698463252959415,0.9905692368062708,0.020722911510329345,1,1,1,0,0,0,0.20799983654140433,0.6141540016212499,0.1778461618373458,0.1998196922253503,0.6097913787430287,0.1903889290316211
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9770555056629158,0.9995859841693868,0.022530478506471052,1,1,1,1,0,0,0.22574851896776024,0.5714474564015636,0.20280402463067607,0.18511631517271204,0.630181385485189,0.18470229934209892
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.876047709203931,1.105159818064061,0.2291121088601299,1,1,2,1,1,1,0.36541800660956064,0.3931162775769477,0.24146571581349166,0.26366885894592446,0.36750246404409026,0.3688286770099853
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1485421254441928,1.1663875827483432,0.017845457304150436,1,2,2,0,1,0,0.2524500492815799,0.34655777599264725,0.4009921747257728,0.26941574131821705,0.2947809346152228,0.43580332406656014
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0953468619314202,1.133305720361111,0.03795885842969082,1,2,2,0,1,0,0.2943952685492088,0.31586260097016217,0.38974213048062906,0.2725518528491982,0.3215905739404925,0.40585757321030924
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1421527144242862,1.2418662389851862,0.09971352456089999,1,1,2,1,1,1,0.23676603446475303,0.38431521664620777,0.37891874888903926,0.2291578850074896,0.2998179909998348,0.47102412399267574
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0947173698409332,1.1419846132245028,0.04726724338356969,1,2,1,0,0,0,0.27539416465786304,0.3544943008433409,0.37011153449879614,0.23818212058182056,0.3816511456118558,0.38016673380632354
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1408439525453336,1.1830586444071511,0.04221469186181759,1,2,2,0,1,0,0.2643146113503307,0.330526824754005,0.4051585638956643,0.24096682180074047,0.335007711991368,0.42402546620789155
