lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4295515025551937,1.2754318580379684,-0.15411964451722526,0,2,2,0,1,0,0.15488430561046715,0.260679886223872,0.5844358081656609,0.21230336866597932,0.29996140463007315,0.4877352267039476
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.2178887363141186,1.256943846889282,0.03905511057516331,1,1,1,0,0,0,0.08369477706256316,0.6147217095607549,0.3015835133766819,0.09311112410368035,0.5568339049033573,0.3500549709929623
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.1555877357158288,1.2094259926436357,0.05383825692780686,1,1,1,0,0,0,0.10477653180065725,0.6348592006828568,0.260364267516486,0.0835817677178516,0.623410471920661,0.2930077603614874
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.1555877357158288,1.2474691982984445,0.09188146258261565,1,1,1,0,0,0,0.10477653180065725,0.6348592006828568,0.260364267516486,0.12257355135634707,0.5073836989888614,0.37004274965479156
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.5354473374962696,1.5383556808816994,0.002908343385429779,1,2,2,0,1,0,0.07659940587566823,0.3113538507523941,0.6120467433719378,0.06621937135471045,0.32920557640887954,0.60457505223641
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.307620092783857,1.2474691982984445,-0.060150894485412554,0,1,1,1,0,0,0.10075065680743565,0.4908785936012716,0.4083707495912927,0.12257355135634707,0.5073836989888614,0.37004274965479156
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9351448359448138,1.3757022424515348,0.44055740650672104,1,1,2,1,1,1,0.33950932724354765,0.3858365095680908,0.2746541631883615,0.19919314095971777,0.2259114756290297,0.5748953834112526
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.3054321962404778,1.1110542671887094,-0.19437792905176843,0,2,2,0,1,0,0.16423582498068734,0.3660961537981472,0.46966802122116535,0.2883061708480269,0.3123333911152369,0.39936043803673626
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.3149586641812818,1.3215443603540706,0.006585696172788813,1,2,2,0,1,0,0.1287126226578676,0.4276160905029832,0.4436712868391493,0.12801770053596614,0.4224202385739969,0.44956206089003686
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.988037855405893,1.4257712465751726,0.4377333911692797,1,0,2,0,1,0,0.34800609099939467,0.3159499625953177,0.3360439464052876,0.19567087303039768,0.1828870073640322,0.6214421196055702
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0443655293720637,1.049896104435437,0.005530575063373178,1,1,1,1,0,0,0.28284832400853566,0.38993782261086485,0.32721385338059944,0.24217746211093266,0.4657489713426978,0.2920735665463695
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.500523752160293,1.3563252416829645,-0.14419851047732846,0,2,2,0,1,0,0.10440843373246426,0.29065938037477856,0.6049321858927572,0.13362327406516725,0.37642821018670086,0.48994851574813186
