lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3686013290327088,1.4990604088365003,0.13045907980379146,1,2,2,0,1,0,0.1103977537658482,0.4106031634355948,0.478999082798557,0.11430095244466337,0.27233768627417293,0.6133613612811637
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.6758567801017015,1.479479353351785,-0.19637742674991654,0,2,2,0,1,0,0.04636582503220349,0.23141156983389133,0.7222226051339051,0.08669301865179369,0.34713460934462775,0.5661723720035786
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.47570948738999,1.2653151037244643,-0.21039438366552576,0,2,1,0,0,0,0.04996088810720504,0.4243687363955999,0.5256703754971951,0.07388054407208802,0.5869238081313598,0.3391956477965523
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.47570948738999,1.5295196765965198,0.05381018920652969,1,2,2,0,1,0,0.04996088810720504,0.4243687363955999,0.5256703754971951,0.058098883823168516,0.35428255575714335,0.5876185604196882
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.257720719622935,1.302862939955554,0.045142220332619054,1,1,1,0,0,0,0.1370932007390962,0.4680928788988728,0.3948139203620311,0.1308499724820568,0.43543711508033256,0.4337129124376108
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.6340399532967023,1.5295196765965198,-0.10452027670018249,0,2,2,0,1,0,0.07145376229286482,0.22305252211756804,0.7054937155895671,0.058098883823168516,0.35428255575714335,0.5876185604196882
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8749481288982965,1.1344796108087731,0.2595314819104766,1,0,2,0,1,0,0.3795454790899117,0.36596091292188004,0.25449360798820825,0.29473626318137225,0.27604786282848254,0.42921587399014527
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.483386418164623,1.5239970232339743,0.040610605069351324,1,2,2,0,1,0,0.1291542767511081,0.25830502833316055,0.6125406949157313,0.13516107891526136,0.20568081893550294,0.6591581021492358
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2641577468681198,1.138588824884663,-0.12556892198345682,0,2,2,0,1,0,0.19977561292871476,0.33629102727445065,0.4639333597968346,0.25830981497493355,0.34479154516546995,0.3968986398595965
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.3145842630801818,1.5784504486955504,0.26386618561536856,1,2,2,0,1,0,0.12932724169422524,0.42676125353136746,0.4439115047744072,0.09326966076780815,0.23501022976883307,0.6717201094633587
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9515140968948905,0.9205320047832521,-0.030982092111638382,0,0,1,0,0,0,0.3570261674980674,0.33443356810897473,0.3085402643929579,0.2791612285526891,0.5211455381113698,0.19969323333594116
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.3738979620214549,1.5255384132131642,0.15164045119170932,1,2,2,0,1,0,0.14888598915656986,0.32833005966540557,0.5227839511780247,0.0933315896728455,0.2877984074411448,0.6188700028860097
