lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.5152145372956958,1.2280407403778877,-0.2871737969178081,0,2,2,0,1,0,0.213863561763568,0.057058338977168215,0.7290780991592638,0.3007777457307849,0.17040376796054257,0.5288184862086726,0.786136438136432,0.6992222541692151
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.8167638399035935,0.8251246121511884,0.008360772247594905,1,0,0,1,0,0,0.52417881158044,0.13487853673552655,0.3409426515840335,0.4786868904292958,0.21750160679022001,0.3038115026804842,0.47582118831956,0.5213131094707042
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.1917131809380708,0.7125540593832145,-0.4791591215548563,0,2,0,0,0,0,0.2924444110097674,0.2233979968423943,0.48415759204783826,0.5190583816878598,0.24932917704106594,0.23161244117107424,0.7075555888902325,0.4809416182121402
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.1917131809380708,1.207081398247859,0.015368217309788212,1,2,2,0,1,0,0.2924444110097674,0.2233979968423943,0.48415759204783826,0.2852392306651676,0.22244014022180583,0.4923206290130266,0.7075555888902325,0.7147607692348324
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.8982293408097055,0.9174136010295104,0.019184260219804905,1,0,0,1,0,0,0.531290598347369,0.039189462295556504,0.4295199392570745,0.5276024792144246,0.027381440341640362,0.445016080343935,0.46870940155263097,0.4723975206855754
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1025750728378672,1.207081398247859,0.10450632540999183,1,2,2,0,1,0,0.37404672412282386,0.14933147871648508,0.476621797060691,0.2852392306651676,0.22244014022180583,0.4923206290130266,0.6259532757771761,0.7147607692348324
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.6737922494270817,0.7687258406425483,0.09493359121546663,1,0,0,0,0,0,0.45003842713447223,0.42613089610397387,0.12383067666155392,0.4813617898168784,0.2685505795236948,0.2500876305594268,0.5499615727655278,0.5186382100831216
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1578850661293065,0.8021481939796214,-0.3557368721496851,0,2,0,0,0,0,0.392552836754418,0.05700926016185755,0.5504379029837245,0.5989259029101892,0.0,0.4010740969898107,0.6074471631455821,0.4010740969898107
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2321115891246857,1.1072579212791303,-0.1248536678455554,0,2,2,0,1,0,0.38394420533765716,0.0,0.6160557945623428,0.4463710392604348,0.0,0.5536289606395651,0.6160557945623428,0.5536289606395651
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2352725146243568,1.365277729630302,0.1300052150059452,1,2,2,0,1,0,0.3558058668639685,0.05311575144770626,0.5910783815883253,0.31736113508484903,0.0,0.682638864815151,0.6441941330360316,0.682638864815151
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0929714503008983,0.9903345830840778,-0.10263686721682042,0,2,0,0,0,0,0.4378582786518989,0.03131199219530386,0.5308297290527972,0.41823065043998015,0.17320411583596185,0.408565233624058,0.5621417212481011,0.5817693494600198
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2190607729646912,1.4988222028445273,0.2797614298798361,1,2,2,0,1,0,0.30555036109626993,0.16983850464276895,0.5246111341609611,0.24803960179257797,0.005098593370316883,0.7468618047371052,0.69444963880373,0.7519603981074221
