lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3549224936989936,1.2264831796629498,-0.1284393140360438,0,2,2,0,1,0,0.16763595046276417,0.30980560537547813,0.5225584441617578,0.21748050372226788,0.33855581289251435,0.44396368338521774
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.111144243332584,0.781856359176873,-0.329287884155711,0,1,1,0,0,0,0.15335324558470403,0.5821492654980078,0.2644974889172881,0.308467347784577,0.6012089452539732,0.09032370696144994
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.6801334139277062,0.8427294710497315,0.1625960571220253,1,1,1,0,0,0,0.3445580667969853,0.6307504524783233,0.024691480724691434,0.18444133419972517,0.7883878605508186,0.027170805249456458
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.6801334139277062,0.7124776027614299,0.0323441888337237,1,1,1,0,0,0,0.3445580667969853,0.6307504524783233,0.024691480724691434,0.32756620051589475,0.6323899962067804,0.04004380327732479
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.7758293470175193,1.7916769956097438,0.01584764859222454,1,2,2,0,1,0,0.003392208822667562,0.21738623533714577,0.7792215558401867,0.003056342470511149,0.20221031944923376,0.794733338080255
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9046348334739063,0.7124776027614299,-0.19215723071247637,0,1,1,1,0,0,0.2122928418491889,0.6707794828277162,0.11692767532309503,0.32756620051589475,0.6323899962067804,0.04004380327732479
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.0004179729517357,1.5685023436412324,0.5680843706894967,1,2,2,0,1,0,0.3345257924086067,0.3305304422310508,0.3349437653603424,0.12915501689799777,0.17318762256277195,0.6976573605392302
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.2220380166652183,1.2073617049787415,-0.014676311686476762,0,2,2,0,1,0,0.23511207707337872,0.3077378291880242,0.457150093738597,0.2806929227644956,0.23125244949226745,0.48805462774323705
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.469926089019432,1.4465955550941567,-0.023330533925275176,0,2,2,0,1,0,0.0982810380536581,0.333511834873252,0.56820712707309,0.10619997498713912,0.3410044949315651,0.5527955300812958
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.214208755733292,1.6845265805865246,0.4703178248532327,1,2,2,0,1,0,0.24544654578943992,0.2948981526878284,0.45965530152273176,0.08094899884937903,0.15357542171471733,0.7654755794359036
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.8406810687310666,0.9742930471110797,0.13361197838001304,1,0,1,0,0,0,0.419464139220049,0.32039065282883533,0.2601452079511156,0.2437790145898935,0.5381489237091335,0.2180720617009731
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1520474553241413,1.076797512808422,-0.07524994251571937,0,2,1,0,0,0,0.2843351431839847,0.27928225830788916,0.4363825985081261,0.258859777130661,0.40548293293025617,0.33565728993908284
