lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.6438512345399765,1.5248232544574232,-0.11902798008255333,0,2,2,0,1,0,0.1780743826300117,0.0,0.8219256172699883,0.23758837267128846,0.0,0.7624116272287116,0.8219256172699883,0.7624116272287116
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.355044748000544,1.2166032711439154,-0.13844147685662866,0,2,2,0,1,0,0.3209041662820459,0.003146919235363977,0.6759489143825901,0.3482332318074685,0.08693026504114755,0.5648365030513839,0.6790958336179541,0.6517667680925314
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7677514844206618,0.5940629076421287,-0.1736885767785331,0,0,0,1,0,0,0.5163454299371868,0.19955765550496452,0.2840969144578486,0.6344002870663522,0.1371365180251671,0.22846319480848076,0.48365456996281314,0.3655997128336479
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7677514844206618,0.6372360022428832,-0.13051548217777853,0,0,0,1,0,0,0.5163454299371868,0.19955765550496452,0.2840969144578486,0.6190347484901592,0.12469450057679844,0.2562707508330424,0.48365456996281314,0.38096525140984083
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.5573553674638514,0.5157110004176695,-0.04164436704618191,0,0,0,1,0,0,0.7213223161680743,0.0,0.2786776837319257,0.7421444996911652,0.0,0.25785550020883474,0.2786776837319257,0.25785550020883474
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9605353450507408,0.6372360022428832,-0.32329934280785755,0,0,0,0,0,0,0.4778036397208259,0.08385737530760734,0.43833898487156675,0.6190347484901592,0.12469450057679844,0.2562707508330424,0.5221963601791741,0.38096525140984083
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.7488612381678258,1.0334363133802398,0.284575075212414,1,0,2,0,1,0,0.5202544195008116,0.21062992263055091,0.26911565776863744,0.3607273798104588,0.2451089267988425,0.39416369329069867,0.47974558039918835,0.6392726200895411
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.812003701790138,0.8386173586498568,0.026613656859718726,1,0,0,0,0,0,0.4737170867081671,0.24056212459352777,0.28572078859830513,0.5109583687404133,0.13946590366931663,0.34957572749027005,0.526282913191833,0.48904163115958665
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.220546571981099,1.1523232398283658,-0.06822333215273324,0,2,2,0,1,0,0.3843918459535785,0.010669735911743979,0.6049384180346775,0.4130506331406508,0.021575493690332462,0.5653738730690167,0.6156081539464215,0.5869493667593492
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1331671659916724,1.5505900305304032,0.4174228645387308,1,2,2,0,1,0,0.40339412129190233,0.06004459122452295,0.5365612873835748,0.20135833908809692,0.04669329109340286,0.7519483697185002,0.5966058786080978,0.798641660811903
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.4296103717666793,1.244678635683985,-0.1849317360826943,0,2,2,0,1,0,0.2851948140166604,0.0,0.7148051858833396,0.37766068205800757,0.0,0.6223393178419925,0.7148051858833396,0.6223393178419925
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2722262031393932,1.4185246160330334,0.1462984128936402,1,2,2,0,1,0,0.3638868983303034,0.0,0.6361131015696966,0.29073769188348325,0.0,0.7092623080165167,0.6361131015696966,0.7092623080165167
