lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2748909250058913,1.2369573418473183,-0.03793358315857298,0,2,2,0,1,0,0.36255453739705434,0.0,0.6374454625029456,0.38152132897634083,0.0,0.6184786709236592,0.6374454625029456,0.6184786709236592
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.0777806786352007,0.8546130487996324,-0.22316762983556826,0,1,1,0,0,0,0.2594651800398768,0.4032889610850458,0.3372458587750774,0.2669120386499697,0.6115628737004282,0.12152508754960215,0.7405348198601232,0.7330879612500303
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8575261706337194,0.8629917317017808,0.0054655610680613975,1,1,1,0,0,0,0.269285936111092,0.6039019569440965,0.12681210684481145,0.24402579232137556,0.6489566834554682,0.10701752412315628,0.730714063788908,0.7559742075786244
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8575261706337194,0.8118736726501897,-0.04565249798352966,0,1,1,0,0,0,0.269285936111092,0.6039019569440965,0.12681210684481145,0.3040649876719635,0.5799963518058833,0.11593866042215324,0.730714063788908,0.6959350122280366
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.4610586442732325,1.5881101279689915,0.12705148369575903,1,2,2,0,1,0,0.06404638095753314,0.4108485936117012,0.5251050253307656,0.04955911640406953,0.3127716390228696,0.637669244473061,0.9359536189424669,0.9504408834959306
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.003633869546197,0.8118736726501897,-0.19176019689600732,0,1,1,1,0,0,0.2273371214768931,0.5416918873000168,0.23097099112309005,0.3040649876719635,0.5799963518058833,0.11593866042215324,0.7726628784231069,0.6959350122280366
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.0147344993373437,1.3635409150416078,0.3488064157042641,1,2,2,0,1,0,0.3313211203524799,0.32262325975769646,0.3460556197898237,0.2903423903545589,0.055774304049274304,0.6538833054961668,0.6686788795475201,0.7096576095454411
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9367610464248134,0.8236431120385079,-0.11311793438630546,0,0,0,0,0,0,0.5246988646182859,0.013841224138614987,0.4614599111430992,0.5623607676308,0.051635352499891984,0.38600387976930794,0.4753011352817142,0.43763923226919993
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.526023694055307,1.5040566013856522,-0.021967092669654686,0,2,2,0,1,0,0.1796990458898074,0.1145782139650783,0.7057227400451143,0.19468812248623163,0.10656715344188449,0.6987447239718839,0.8203009540101925,0.8053118774137684
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.8264091490467561,1.153306937730222,0.326897788683466,1,0,2,0,1,0,0.586795425376622,0.0,0.41320457452337805,0.423346531034889,0.0,0.576653468865111,0.41320457452337805,0.576653468865111
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.2554166565823335,1.0461294543659545,-0.20928720221637898,0,2,2,0,1,0,0.3533602281755906,0.037862886866485215,0.6087768848579241,0.4738322629979559,0.006206019438133827,0.5199617174639103,0.6466397717244093,0.5261677369020441
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.4259507952442567,1.2019965444204543,-0.22395425082380238,0,2,2,0,1,0,0.28702460227787163,0.0,0.7129753976221284,0.3331034384179754,0.13179657854359486,0.5350999829384298,0.7129753976221284,0.6668965614820246
