lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4385751381074738,1.5753090914850083,0.13673395337753447,1,2,2,0,1,0,0.2723770186702827,0.016670824351960684,0.7109521568777566,0.21234545415749587,0.0,0.7876545457425042,0.7276229812297172,0.7876545457425042
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,0.5290149188979616,0.5640302467289775,0.03501532783101591,1,0,0,1,0,0,0.5894993840049656,0.2919863128921072,0.11851430300292717,0.5567985893843139,0.32237257430239447,0.12082883621329152,0.4105006158950344,0.44320141051568596
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8590466412074942,0.8638038161505839,0.004757174943089693,1,0,0,1,0,0,0.3939388076833515,0.35307574322580276,0.25298544899084574,0.39723866975466193,0.3417188441400922,0.2610424860052459,0.6060611922166486,0.6027613301453381
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8590466412074942,1.1223458366629715,0.2632991954554773,1,0,2,1,1,1,0.3939388076833515,0.35307574322580276,0.25298544899084574,0.3617430060791168,0.15416815097879497,0.48408884284208825,0.6060611922166486,0.6382569938208832
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.156346790670114,1.1528057771590665,-0.0035410135110474084,0,2,2,0,1,0,0.4218266045649431,0.0,0.578173395335057,0.4235971113204667,0.0,0.5764028885795333,0.578173395335057,0.5764028885795333
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1586297466664828,1.1223458366629715,-0.03628391000351128,0,2,2,0,1,0,0.42068512656675866,0.0,0.5793148733332414,0.3617430060791168,0.15416815097879497,0.48408884284208825,0.5793148733332414,0.6382569938208832
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.6090435892696269,0.8013116664147003,0.19226807714507343,1,0,0,0,0,0,0.5324668120761907,0.32602278637799154,0.1415104014458177,0.5828596030921989,0.03296912720090235,0.38417126960689896,0.46753318782380926,0.4171403968078013
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.2275599160199395,0.9572600792474866,-0.27029983677245295,0,2,0,0,0,0,0.1923200891014369,0.38779990557718674,0.41988000522137636,0.5213699602762567,0.0,0.4786300396237433,0.807679910798563,0.4786300396237433
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,0.9847361979497027,1.133599684874466,0.14886348692476337,1,0,2,0,1,0,0.477970067791612,0.05932366626707336,0.46270626584131463,0.3673447865963384,0.13171074173285696,0.5009444715708046,0.522029932108388,0.6326552133036616
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.3680682073406196,1.4113183385855623,0.0432501312449427,1,2,2,0,1,0,0.31499848408708536,0.0019348242852096648,0.6830666915277049,0.2943408306072189,0.0,0.7056591692927812,0.6850015158129146,0.7056591692927812
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1997543402671098,1.2673136118404182,0.06755927157330843,1,2,2,0,1,0,0.40012282976644514,0.0,0.5998771701335549,0.26710109382971786,0.19848420030014605,0.5344147057701361,0.5998771701335549,0.7328989060702821
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2201719073989046,1.2975256270549254,0.07735371965602078,1,2,2,0,1,0,0.38991404620054765,0.0,0.6100859536994523,0.35123718637253726,0.0,0.6487628135274627,0.6100859536994523,0.6487628135274627
