lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2521770657970235,1.266914486297229,0.014737420500205545,1,2,2,0,1,0,0.30249442052333797,0.1428340929563004,0.5546714864203616,0.31904384785465023,0.09499781779347068,0.5859583342518792,0.697505579376662,0.6809561520453499
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.0083501155993742,1.0022588089670528,-0.0060913066323213805,0,2,2,0,1,0,0.49582494210031286,0.0,0.5041750577996871,0.49887059541647366,0.0,0.5011294044835264,0.5041750577996871,0.5011294044835264
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.0812913637808208,1.1000519607467607,0.018760596965939902,1,2,2,0,1,0,0.3102019294837669,0.29830477705164526,0.3914932933645878,0.27959766766886474,0.34075270371550975,0.3796496285156255,0.6897980704162331,0.7204023322311353
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.0812913637808208,1.107162251896729,0.025870888115908208,1,2,2,0,1,0,0.3102019294837669,0.29830477705164526,0.3914932933645878,0.30699636819435205,0.27884501151456675,0.41415862019108113,0.6897980704162331,0.6930036317056478
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9654586971737159,1.0451532476102172,0.07969455043650131,1,0,2,1,1,1,0.4839860367135108,0.06656922919926236,0.4494447339872268,0.44264706850271185,0.06955261518435908,0.4878003162129291,0.5160139631864892,0.5573529313972881
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1694595959994705,1.107162251896729,-0.06229734410274146,0,2,2,0,1,0,0.3290563658798988,0.17242767204073184,0.49851596197936937,0.30699636819435205,0.27884501151456675,0.41415862019108113,0.6709436340201012,0.6930036317056478
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9337441507935607,1.1327100210465038,0.1989658702529431,1,0,2,0,1,0,0.46428108353646175,0.13769368193351572,0.39802523443002247,0.39615316811502077,0.07498364252345466,0.5288631892615245,0.5357189163635382,0.6038468317849792
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0513047165144496,0.9830739074790542,-0.06823080903539536,0,2,0,0,0,0,0.4550532046204791,0.03858887404459224,0.5063579212349286,0.5084630461604729,0.0,0.4915369537395271,0.5449467952795208,0.4915369537395271
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0931670486336018,1.09872891656269,0.005561867929088082,1,2,2,0,1,0,0.4508264483641096,0.00518005443817884,0.5439934970977115,0.43327268376390254,0.03472571570950499,0.5320016004265925,0.5491735515358903,0.5667273161360975
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.150460357869212,1.1659616152370804,0.015501257367868337,1,2,2,0,1,0,0.41888376413655803,0.011772113657671793,0.5693441221057701,0.41701919228145984,0.0,0.5829808076185402,0.581116235763442,0.5829808076185402
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9484316704647505,1.1806496110600448,0.23221794059529433,1,0,2,0,1,0,0.5257841646676248,0.0,0.47421583523237526,0.4096751943699776,0.0,0.5903248055300224,0.47421583523237526,0.5903248055300224
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0569900651092075,1.1571488574757416,0.10015879236653413,1,2,2,0,1,0,0.4300322582230581,0.08294541824467648,0.4870223234322655,0.38212289022299945,0.07860536187825957,0.539271747798741,0.569967741676942,0.6178771096770006
