lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.4057042190502165,1.5715958327646569,0.1658916137144404,1,2,2,0,1,0,0.29714789037489175,0.0,0.7028521095251082,0.15549715008509352,0.11740986686515605,0.7270929829497504,0.7028521095251082,0.8445028498149065
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.3307940443301027,1.0941795230143538,-0.2366145213157489,0,2,2,0,1,0,0.2817785069869288,0.10564894149603964,0.6125725514170316,0.33688711284147066,0.23204625110270474,0.43106663595582456,0.7182214929130712,0.6631128870585293
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.6340448293254088,0.6012074052744354,-0.03283742405097345,0,0,0,1,0,0,0.5520665695598138,0.26182203135496357,0.18611139898522266,0.5591777488127643,0.2804370969000359,0.16038515418719976,0.44793343034018623,0.4408222510872356
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.6340448293254088,0.9823836443859448,0.348338815060536,1,0,0,1,0,0,0.5520665695598138,0.26182203135496357,0.18611139898522266,0.421220675970011,0.17517500347403311,0.40360432045595585,0.44793343034018623,0.578779323929989
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9998841212293776,0.9042322068791602,-0.09565191435021747,0,0,0,1,0,0,0.44615238509289606,0.10781110838483014,0.44603650642227377,0.5478838964604199,0.0,0.4521161034395801,0.5538476148071039,0.4521161034395801
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9380391216468198,0.9823836443859448,0.044344522739125036,1,0,0,0,0,0,0.3655145318785159,0.33093181439614844,0.30355365362533565,0.421220675970011,0.17517500347403311,0.40360432045595585,0.6344854680214841,0.578779323929989
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.3467605661942517,1.655161990609969,0.3084014244157174,1,2,2,0,1,0,0.13335819077100702,0.3865230520637343,0.4801187570652587,0.11537237092965832,0.11409326733071411,0.7705343616396275,0.8666418091289929,0.8846276289703416
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.8071723104134677,1.0986941375874943,0.29152182717402664,1,1,2,1,1,1,0.33643594351578593,0.5199558023549604,0.14360825402925365,0.29922586784354116,0.3028541265254234,0.39792000553103546,0.663564056384214,0.7007741320564589
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.019956419647329,0.9820767621561175,-0.03787965749121147,0,2,0,0,0,0,0.49002179007633545,0.0,0.5099782098236645,0.5089616188219412,0.0,0.49103838107805875,0.5099782098236645,0.49103838107805875
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0808403476967496,1.4421349517691346,0.361294604072385,1,2,2,0,1,0,0.45957982605162523,0.0,0.5404201738483748,0.21442324202882043,0.1290185639732246,0.656558193897955,0.5404201738483748,0.7855767578711796
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,0.9586035956359814,1.2058230693368996,0.24721947370091824,1,0,2,0,1,0,0.4604130423820315,0.12057031939995559,0.41901663811801293,0.374646249912229,0.0448844306386423,0.5804693193491287,0.5395869575179685,0.625353749987771
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.162220436223872,0.5696045863523456,-0.5926158498715264,0,2,0,0,0,0,0.25350132942611875,0.3307769047238905,0.41572176574999076,0.6788823496536809,0.07263071414029261,0.24848693610602648,0.7464986704738812,0.3211176502463191
