lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.290268068423317,1.2657214216628065,-0.024546646760510438,0,2,2,0,1,0,0.1996179246225531,0.3104960823315767,0.48988599304587016,0.20086166410900874,0.33255525011917597,0.46658308577181534
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.089904486676304,1.0088651174916765,-0.0810393691846274,0,2,2,0,1,0,0.2982478596132525,0.3135997940971912,0.3881523462895563,0.3353240954930336,0.32048669152225606,0.3441892129847103
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,1.0513466124607627,0.9039030056726476,-0.14744360678811508,0,2,0,0,0,0,0.3033648719962035,0.3419236435468302,0.35471148445696626,0.3767067846625042,0.342683425002344,0.28060979033515177
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,1.0513466124607627,1.000184820544337,-0.05116179191642556,0,2,1,0,0,0,0.3033648719962035,0.3419236435468302,0.35471148445696626,0.3232990386750538,0.35321710210555507,0.32348385921939105
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,0.9064224494121724,0.9630740359052254,0.05665158649305302,1,0,1,1,0,0,0.36574360689464913,0.3620903367985295,0.27216605630682145,0.32955733379909896,0.3778112964965767,0.2926313697043244
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9752421274463565,1.000184820544337,0.024942693097980584,1,0,1,0,0,0,0.3420012508492103,0.340755370855223,0.31724337829556676,0.3232990386750538,0.35321710210555507,0.32348385921939105
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9233375254147909,1.1456086685615188,0.2222711431467279,1,0,2,0,1,0,0.35963699435150104,0.357388485882207,0.2829745197662919,0.2722991655346127,0.3097930003692557,0.4179078340961316
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.1504894073866865,1.2553886032644204,0.10489919587773389,1,1,2,1,1,1,0.22946944096679991,0.39057171067971347,0.37995884835348653,0.21472232308288342,0.31516675056981286,0.4701109263473037
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.0659859534690184,1.0624580559953203,-0.003527897473698083,0,2,2,0,1,0,0.3021008197158693,0.3298124070992431,0.36808677318488764,0.3092763093281163,0.31898932534844704,0.3717343653234366
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.1325133923739494,1.3013258650008264,0.16881247262687693,1,2,2,0,1,0,0.26709693065341733,0.3332927463192156,0.39961032302736693,0.2028057868515676,0.29306256129603847,0.504131651852394
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0474003150996793,1.0855411152958745,0.038140800196195146,1,2,1,0,0,0,0.30962835146300194,0.3333429819743171,0.35702866656268106,0.24912009095063053,0.41621870280286444,0.334661206246505
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.0163008277062437,1.272451974106824,0.25615114640058034,1,1,2,1,1,1,0.3065040504419642,0.3706910714098278,0.32280487814820796,0.21306141094017902,0.3014252040128181,0.48551338504700303
