lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.3751672878792858,1.3542826925262914,-0.020884595352994362,0,2,2,0,1,0,0.12967272561972,0.3654872608812741,0.5048400134990059,0.17259371616335084,0.3005298751470069,0.5268764086896423
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.3778552055115187,1.1771685118347264,-0.20068669367679237,0,2,1,0,0,0,0.10452571438984644,0.41309336570878835,0.48238091990136517,0.1579768821879311,0.5068777237894112,0.3351453940226576
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.8847380381099901,0.7936589115965526,-0.09107912651343752,0,1,1,0,0,0,0.26514430250733817,0.5849733568753336,0.14988234061732827,0.31094207305136007,0.5844569423007275,0.1046009846479125
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.8847380381099901,0.829910775867745,-0.0548272622422451,0,1,1,0,0,0,0.26514430250733817,0.5849733568753336,0.14988234061732827,0.31261641016359076,0.5448564038050735,0.14252718603133574
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.2209361541581845,1.2095011084133631,-0.011435045744821348,0,1,1,0,0,0,0.04104947217593431,0.6969649014899468,0.26198562633411887,0.03861065506662367,0.7132775814533894,0.24811176347998692
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9543732810899578,0.829910775867745,-0.1244625052222128,0,1,1,1,0,0,0.2975239125139757,0.45057889388209094,0.2518971936039334,0.31261641016359076,0.5448564038050735,0.14252718603133574
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.9374014423864385,1.1935486047319637,0.25614716234552515,1,1,1,1,0,0,0.30466956323166294,0.45325943115023554,0.24207100561810152,0.2032212415392484,0.40000891218953977,0.3967698462712119
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0659952808245525,1.1242153865969486,0.058220105772396114,1,1,2,1,1,1,0.27739339117799877,0.37921793681944976,0.3433886720025514,0.28365228451051516,0.30848004438202103,0.40786767110746375
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.2855279225685396,1.2088980502301192,-0.07662987233842045,0,2,2,0,1,0,0.20731872874420715,0.2998346199430461,0.4928466513127468,0.2506271900041295,0.28984756976162174,0.4595252402342488
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.243369718055201,1.456801869902325,0.21343215184712405,1,2,2,0,1,0,0.1914615850405919,0.3737071118636155,0.4348313030957927,0.1444451421445208,0.25430784580863336,0.6012470120468458
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.0558155338140975,1.1470994806204413,0.09128394680634377,1,2,1,0,0,0,0.30862382506618763,0.32693681605352715,0.36443935888028517,0.21199306233437162,0.4289143947108154,0.35909254295481297
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.3251837963981838,1.2382199163774403,-0.08696388002074351,0,2,2,0,1,0,0.17111162852126774,0.33259294655928107,0.49629542491945133,0.19654275875842347,0.3686945661057128,0.43476267513586375
