lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost,lower_cum_p_gt0,higher_cum_p_gt0
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.2844722889292304,1.1331731755479257,-0.15129911338130464,0,2,2,0,1,0,0.3577638554353848,0.0,0.6422361444646152,0.4334134121260371,0.0,0.5665865877739629,0.6422361444646152,0.5665865877739629
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.2881892781671045,0.905811737229051,-0.38237754093805354,0,2,1,0,0,0,0.20183917808901836,0.3081323654548588,0.49002845635612285,0.3292722614144169,0.43564373974211523,0.23508399874346786,0.7981608218109817,0.6707277384855831
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.7339878099429453,0.8971410413145586,0.1631532313716133,1,1,1,0,0,0,0.41150573503863946,0.44300071977977573,0.1454935450815848,0.23972686409824254,0.6234052302889562,0.1368679055128012,0.5884942648613605,0.7602731358017574
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.7339878099429453,0.7685364436205775,0.03454863367763217,1,1,1,0,0,0,0.41150573503863946,0.44300071977977573,0.1454935450815848,0.40920976972309236,0.4130440167332377,0.17774621344366992,0.5884942648613605,0.5907902301769077
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.7041571633977772,1.734518646725506,0.03036148332772881,1,2,2,0,1,0,0.10514315423950299,0.08555652792321683,0.8093003177372802,0.1076031009312389,0.05027515121201622,0.8421217477567449,0.8948568456604971,0.8923968989687611
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.0036088757741968,0.7685364436205775,-0.23507243215361928,0,1,1,1,0,0,0.2930208762358185,0.410349371554166,0.2966297521100154,0.40920976972309236,0.4130440167332377,0.17774621344366992,0.7069791236641814,0.5907902301769077
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,1.0421877176885894,1.2312602314522618,0.1890725137636724,1,2,2,0,1,0,0.35797230031375893,0.24186768148389265,0.4001600181023484,0.38436988417386914,0.0,0.6156301157261309,0.6420276995862411,0.6156301157261309
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9969399276634876,0.8942884151502565,-0.10265151251323112,0,0,0,0,0,0,0.4143101273297844,0.17443981747694365,0.41125005509327195,0.5383081610435089,0.029095262562725745,0.43259657629376536,0.5856898725702155,0.4616918388564911
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.460991816530374,1.4496018285779713,-0.011389987952402647,0,2,2,0,1,0,0.19676129026673353,0.1454856027361592,0.6577531068971073,0.247782018291666,0.054834134638696665,0.6973838469696373,0.8032387096332665,0.752217981608334
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,0.8608675259776686,1.065045715964919,0.20417818998725035,1,0,2,0,1,0,0.5695662369111656,0.0,0.4304337629888343,0.46747714191754053,0.0,0.5325228579824595,0.4304337629888343,0.5325228579824595
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.020980407231202,1.5198300346137215,0.49884962738251937,1,2,2,0,1,0,0.4265317153241281,0.12595616192054174,0.4475121226553302,0.21052350283788604,0.05912295951050636,0.7303535375516076,0.573468284575872,0.789476497062114
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.4400866273149784,1.397666193913,-0.04242043340197843,0,2,2,0,1,0,0.1921151680501456,0.17568303638473023,0.6322017954651241,0.20862842656203254,0.18507695276293495,0.6062946205750325,0.8078848318498544,0.7913715733379674
