lower_drug,higher_drug,lower_label,higher_label,lower_label_name,higher_label_name,ordinal_distance,score_lower,score_higher,delta,pairwise_correct,lower_pred,higher_pred,lower_correct,higher_correct,both_correct,lower_p_vno,lower_p_vless,lower_p_vmost,higher_p_vno,higher_p_vless,higher_p_vmost
Enzalutamide,Nilutamide,0,2,vno-dili-concern,vmost-dili-concern,2,1.520255474526011,1.4563662103898578,-0.06388926413615326,0,2,2,0,1,0,0.11126778024547296,0.25720896498304285,0.6315232547714841,0.09148842982153309,0.36065692996707605,0.5478546402113909
Rifamycin sodium,Rifampin,0,2,vno-dili-concern,vmost-dili-concern,2,1.0745787356757608,0.7329498760318345,-0.3416288596439263,0,1,1,0,0,0,0.19637957136112252,0.5326621216019943,0.27095830703688323,0.36801732892006694,0.5310154661280316,0.10096720495190145
Sarecycline hydrochloride,Tigecycline,0,2,vno-dili-concern,vmost-dili-concern,2,0.883747115320408,0.8891570848333828,0.005409969512974899,1,1,1,0,0,0,0.26023986445043346,0.5957731557787251,0.14398697977084138,0.18973481373258946,0.7313732877014381,0.0788918985659724
Sarecycline hydrochloride,Minocycline hydrochloride,0,2,vno-dili-concern,vmost-dili-concern,2,0.883747115320408,0.943409126948949,0.05966201162854101,1,1,1,0,0,0,0.26023986445043346,0.5957731557787251,0.14398697977084138,0.2172177163515125,0.6221554403480261,0.16062684330046145
Voclosporin,Cyclosporine,0,2,vno-dili-concern,vmost-dili-concern,2,1.6622982432261013,1.6794458614280177,0.017147618201916348,1,2,2,0,1,0,0.07413610944218658,0.18942953788952563,0.7364343526682878,0.06469865767532457,0.1911568232213332,0.7441445191033422
Doxycycline,Minocycline hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,0.9683645889278891,0.943409126948949,-0.024955461978940163,0,1,1,1,0,0,0.23021847029964443,0.5711984704728221,0.19858305922753353,0.2172177163515125,0.6221554403480261,0.16062684330046145
Moxifloxacin hydrochloride,Trovafloxacin mesylate,1,2,vless-dili-concern,vmost-dili-concern,1,0.8352417247691816,0.96927496524396,0.13403324047477838,1,1,1,1,0,0,0.3697882971127493,0.4251816810053198,0.2050300218819309,0.3121491602248436,0.4064267143063528,0.2814241254688036
Clopidogrel bisulfate,Ticlopidine hydrochloride,1,2,vless-dili-concern,vmost-dili-concern,1,1.11917922108201,1.0072683571333865,-0.11191086394862348,0,1,2,1,1,1,0.236917460696353,0.40698585752528416,0.3560966817783629,0.35850949178882663,0.27571265928896027,0.3657778489222131
Ibuprofen,Ibufenac,1,2,vless-dili-concern,vmost-dili-concern,1,1.4161304394063774,1.3583161183510328,-0.057814321055344564,0,2,2,0,1,0,0.16662770478201344,0.25061415102959544,0.582758144188391,0.1798128645621829,0.2820581525246015,0.5381289829132156
Entacapone,Tolcapone,1,2,vless-dili-concern,vmost-dili-concern,1,1.2688201361015852,1.3353815288001918,0.06656139269860661,1,2,2,0,1,0,0.18965660807935722,0.35186664773970017,0.45847674418094253,0.22065702644010085,0.22330441831960662,0.5560385552402926
Clomiphene citrate,Cyclofenil,1,2,vless-dili-concern,vmost-dili-concern,1,1.1045693017832918,1.2368494830643604,0.13228018128106855,1,2,2,0,1,0,0.2794227786919,0.3365851408329082,0.38399208047519184,0.24664846178751865,0.2698535933606023,0.483497944851879
Pioglitazone hydrochloride,Troglitazone,1,2,vless-dili-concern,vmost-dili-concern,1,1.302834921033379,1.3604671414005993,0.05763222036722038,1,2,2,0,1,0,0.19346074620722042,0.3102435865521802,0.49629566724059937,0.14939456654574898,0.3407437255079025,0.5098617079463484
